temperatura_transporte_c,tempo_transporte_h,veiculo_higienizado,carga_compartilhada_quimicos,embalagem_secundaria_protecao,lacres_veiculo_integridade,registro_condicoes_transporte,lote_identificado,probabilidade
26.1,52.9,0,1,1,0,0,0,3
21.3,20.1,1,1,0,0,1,0,3
13.0,64.0,0,0,1,1,0,1,0
33.2,23.0,1,1,1,0,0,0,3
23.7,57.7,0,0,1,1,0,1,0
10.6,68.9,0,1,0,1,1,0,3
27.1,51.6,0,1,0,1,0,0,3
33.9,57.3,0,0,1,1,0,0,0
19.0,2.4,1,0,0,0,1,1,0
23.1,12.5,1,0,1,0,1,1,0
19.1,57.6,0,1,1,1,1,1,3
10.3,24.7,1,1,1,1,1,0,3
19.8,39.3,0,0,0,1,1,0,0
15.7,10.8,0,0,1,0,1,0,0
15.8,56.5,1,1,1,1,0,1,3
10.4,23.4,0,0,0,1,0,1,0
32.9,41.1,1,0,1,0,1,0,0
14.3,37.6,1,0,0,1,1,0,0
30.3,32.8,0,0,1,0,1,0,0
27.1,11.9,0,0,1,0,1,0,0
12.0,46.4,0,0,1,0,0,0,0
32.7,69.9,1,1,1,1,1,1,3
13.0,28.1,1,1,1,0,1,1,3
18.9,43.7,1,1,0,0,0,1,3
26.9,29.2,1,1,1,0,0,0,3
14.8,57.0,1,0,1,0,0,0,0
30.8,46.7,1,0,1,0,1,0,0
12.5,61.1,1,0,1,0,1,1,0
38.6,23.5,0,0,0,1,0,0,0
22.5,8.2,1,1,0,0,1,0,3
14.5,58.8,0,0,1,1,1,1,0
37.8,4.0,1,0,0,1,1,0,0
10.5,1.6,0,1,1,0,1,0,3
15.0,20.8,0,1,0,0,0,1,3
21.3,33.5,1,0,1,1,0,1,0
13.1,21.6,0,1,1,1,1,0,3
19.1,69.8,0,1,1,0,0,1,3
22.2,34.3,1,1,0,0,0,1,3
35.7,13.3,1,0,1,1,1,0,0
25.5,22.9,0,0,0,0,1,1,0
21.3,65.3,1,1,0,0,0,0,3
30.8,49.9,1,0,1,0,1,1,0
25.5,2.9,0,0,0,1,1,0,0
12.3,41.1,0,0,1,0,0,0,0
26.4,10.1,1,1,0,1,0,0,3
29.9,46.0,0,1,0,1,1,0,3
21.7,53.9,1,1,1,1,0,0,3
35.7,33.3,0,1,0,1,1,1,3
18.0,1.7,1,1,1,1,0,0,3
24.3,55.2,0,0,0,1,0,1,0
31.3,37.4,0,1,1,1,1,0,3
32.8,29.5,1,1,1,0,0,0,3
18.3,14.8,1,0,1,1,0,1,0
22.0,38.9,1,0,0,0,0,0,0
37.5,15.8,1,1,0,1,0,0,3
37.5,14.7,0,0,1,0,1,1,0
18.7,42.8,1,1,1,0,1,1,3
25.7,26.9,1,1,1,0,0,0,3
20.6,38.4,1,0,1,0,0,0,0
12.7,55.3,1,0,1,1,0,0,0
37.1,14.2,0,1,1,1,1,1,3
10.1,13.4,0,1,0,0,0,0,3
13.4,42.0,1,1,1,0,0,1,3
22.4,12.2,1,1,0,1,0,0,3
16.4,66.2,0,1,1,0,1,1,3
21.8,67.8,1,1,1,0,1,0,3
17.6,4.4,0,1,0,0,0,0,3
11.6,46.2,1,0,0,1,1,1,0
11.3,33.1,0,0,1,1,0,0,0
28.1,40.7,1,1,1,0,1,0,3
38.4,14.7,0,0,1,1,0,0,0
23.1,44.2,1,0,1,1,0,0,0
32.5,35.3,1,0,1,1,1,1,0
23.8,4.4,0,1,1,0,0,1,3
24.8,9.2,1,1,0,0,1,1,3
21.8,41.1,0,1,0,1,0,1,3
21.2,9.4,0,1,1,1,1,1,3
36.7,68.4,1,0,0,0,1,1,0
22.9,28.7,1,0,0,1,1,0,0
36.2,43.0,1,1,0,0,1,1,3
37.3,12.8,1,0,0,0,0,1,0
31.7,22.3,1,1,0,0,0,1,3
37.5,3.8,1,0,1,0,0,0,0
29.0,25.5,1,1,0,0,0,1,3
37.4,54.9,1,1,1,0,1,1,3
30.7,1.6,1,1,1,1,0,1,3
16.8,31.2,0,0,1,1,0,1,0
38.1,15.0,1,0,1,0,1,0,0
25.7,27.0,1,0,0,1,0,0,0
38.8,57.0,1,1,1,0,1,0,3
26.2,52.1,1,1,0,1,1,0,3
11.8,21.8,1,0,1,0,1,1,0
16.6,37.1,0,0,0,0,0,0,0
18.3,37.4,1,0,0,0,1,1,0
29.5,60.1,0,1,0,1,0,0,3
19.9,26.2,0,0,0,0,1,0,0
22.0,67.9,1,1,1,1,0,0,3
35.3,22.4,0,0,0,0,0,0,0
29.4,28.6,0,1,1,1,1,1,3
12.3,12.0,1,0,1,0,0,0,0
28.0,37.1,1,0,0,1,1,0,0
21.5,43.1,0,1,0,0,1,0,3
18.7,40.8,0,1,0,0,0,0,3
34.2,68.3,1,1,0,1,1,0,3
24.3,23.1,0,1,0,0,1,0,3
22.4,6.3,0,0,1,0,0,1,0
23.7,51.9,1,1,0,0,1,1,3
34.0,54.1,0,0,0,0,1,0,0
37.9,23.6,0,1,0,0,0,1,3
28.2,67.8,0,0,1,1,0,0,0
23.0,41.1,0,1,0,1,0,1,3
