tempo_decantacao_h,temperatura_decantacao_c,tanque_limpio_sanitizado,cobertura_anti_pragas,remocao_espuma_impurezas,material_tanque_inox_grau_alimentar,claridade_visual_nota,lote_identificado,probabilidade
32.5,26.7,0,0,1,0,0.0,0,1
34.2,18.8,1,1,0,1,1.0,1,1
2.1,22.5,0,1,0,0,1.0,1,1
60.5,25.1,0,1,1,0,1.0,1,2
48.0,30.0,0,0,0,0,1.0,1,3
2.2,30.7,0,1,1,0,1.0,1,3
6.9,33.0,0,0,0,0,1.0,0,3
3.3,18.2,1,0,0,1,2.0,0,1
11.3,27.7,1,1,1,1,1.0,1,1
14.8,32.0,0,1,1,0,1.0,0,2
21.3,32.3,0,1,1,1,1.0,1,2
22.9,29.5,0,0,0,1,2.0,0,1
35.4,34.5,1,1,1,0,2.0,0,3
36.0,33.1,1,1,0,0,1.0,1,2
67.3,23.5,0,0,1,1,1.0,1,2
12.7,30.5,0,1,0,0,2.0,1,2
56.2,21.8,1,0,1,1,1.0,1,2
44.9,28.2,1,1,0,0,2.0,0,2
43.6,21.7,0,1,1,0,2.0,0,1
67.8,26.6,0,0,0,0,1.0,0,2
70.9,27.8,0,0,1,0,1.0,1,2
61.6,34.8,0,1,0,1,1.0,1,3
43.2,20.5,0,1,1,1,1.0,1,1
22.3,25.6,1,0,0,0,0.0,0,0
62.7,32.1,0,1,1,0,1.0,1,3
13.3,32.8,1,1,0,1,1.0,1,2
25.4,21.2,0,0,0,0,2.0,1,0
65.0,18.4,1,1,1,0,1.0,1,2
3.1,18.3,1,0,1,0,1.0,0,1
10.6,33.1,1,1,1,0,0.0,0,3
17.8,24.3,1,1,1,0,1.0,1,0
69.8,31.2,0,1,0,0,2.0,0,3
47.3,19.2,0,1,0,0,2.0,1,2
48.5,20.5,1,0,0,1,2.0,0,2
59.9,21.9,1,1,0,1,2.0,1,2
66.5,32.1,1,0,1,1,1.0,0,3
33.6,18.5,0,0,1,0,1.0,1,1
23.2,29.1,1,1,1,1,1.0,1,1
3.3,24.6,1,1,1,0,1.0,0,1
17.1,30.0,0,1,0,0,2.0,1,2
4.5,33.3,0,0,0,0,1.0,1,3
58.7,32.8,1,1,1,1,0.0,1,3
8.7,25.1,0,1,0,0,1.0,0,1
67.0,23.4,0,1,0,1,2.0,1,2
34.8,22.0,1,0,1,0,1.0,1,1
23.8,27.6,0,1,0,0,2.0,0,1
16.8,21.9,1,1,1,0,0.0,1,0
65.4,34.2,1,0,0,0,2.0,0,3
24.9,32.7,1,1,1,0,0.0,1,2
9.4,22.2,1,0,0,0,0.0,0,1
7.7,19.2,1,1,1,0,1.0,0,1
47.5,32.5,1,0,1,1,0.0,0,3
51.9,21.3,0,0,1,0,0.0,1,2
5.4,29.4,1,0,1,0,2.0,1,2
52.0,20.7,0,0,0,1,2.0,0,2
40.8,25.9,0,1,1,1,0.0,0,1
45.5,28.3,1,1,0,1,1.0,1,2
24.8,32.8,1,1,1,1,1.0,0,2
48.3,29.6,1,1,1,0,0.0,0,2
15.3,18.6,1,1,1,0,0.0,0,1
17.4,24.1,0,1,0,1,1.0,1,0
37.7,26.1,1,0,1,1,2.0,1,1
52.7,18.5,1,1,1,1,2.0,1,2
13.1,25.7,0,1,0,1,0.0,0,1
50.4,30.4,0,1,0,0,1.0,0,3
41.7,18.0,1,1,1,1,1.0,0,1
14.2,22.6,0,0,0,1,1.0,1,1
60.7,29.6,1,1,0,1,1.0,1,2
18.1,20.5,1,0,1,0,1.0,0,0
35.7,21.6,0,0,1,0,2.0,1,1
39.3,24.4,1,1,1,1,2.0,1,1
23.5,22.2,0,0,1,1,1.0,0,0
63.9,20.9,0,1,1,1,1.0,0,2
4.7,24.1,1,0,0,1,0.0,1,1
14.1,32.4,0,1,0,1,1.0,1,2
67.5,28.8,1,0,1,0,1.0,1,2
55.7,23.7,1,1,1,0,0.0,0,2
35.2,25.1,0,0,1,0,1.0,1,1
49.6,21.2,0,0,1,1,1.0,1,2
43.7,29.4,0,1,0,1,2.0,1,2
4.5,32.3,1,0,0,1,1.0,0,3
36.7,34.9,0,0,1,1,0.0,0,3
26.6,19.7,0,1,0,0,0.0,0,0
28.7,32.4,0,1,0,1,0.0,1,2
43.9,33.0,0,0,1,0,2.0,1,3
15.2,28.3,0,0,1,0,2.0,0,1
22.2,25.5,1,0,1,0,0.0,0,0
11.6,19.5,0,0,0,1,1.0,1,1
9.1,21.1,1,0,1,1,1.0,1,1
50.6,33.1,0,0,1,0,1.0,1,3
25.4,25.8,1,1,1,0,1.0,1,0
13.9,27.8,1,0,1,1,0.0,1,1
28.2,22.6,1,0,1,1,1.0,1,0
43.7,26.4,1,0,0,0,0.0,1,2
24.4,34.5,0,1,1,0,1.0,1,2
31.0,23.7,0,1,0,0,2.0,1,0
61.1,21.4,0,0,0,0,1.0,0,2
66.5,19.5,0,0,1,1,1.0,1,2
56.7,31.6,0,1,0,1,1.0,0,3
42.9,24.9,0,0,1,1,1.0,0,1
26.3,19.1,0,1,1,0,0.0,0,0
67.7,18.8,1,0,1,0,2.0,0,2
64.1,22.6,1,1,0,0,2.0,1,2
49.9,31.4,1,0,1,0,0.0,0,3
35.2,22.3,0,0,1,1,1.0,1,1
12.2,21.8,0,1,1,0,0.0,0,1
21.4,24.6,0,0,0,0,0.0,0,0
10.8,29.7,0,1,1,0,1.0,0,2
2.8,26.9,0,1,0,0,1.0,1,2
14.5,27.9,1,0,0,0,1.0,1,1
20.6,30.6,1,0,0,0,1.0,0,1
8.0,28.2,1,1,0,1,0.0,0,2
13.0,19.9,1,0,1,1,1.0,0,1
51.3,32.3,1,0,0,0,1.0,0,3
47.5,23.4,0,0,1,1,0.0,0,2
44.6,19.3,1,0,0,0,2.0,1,1
40.6,18.4,1,1,1,1,1.0,1,1
18.9,21.8,1,0,1,0,1.0,1,0
14.7,32.3,1,1,1,0,2.0,1,2
12.1,21.8,0,1,0,1,0.0,0,1
43.3,25.2,1,0,1,0,2.0,0,1
10.6,19.8,1,1,0,1,1.0,0,1
41.9,18.3,1,0,1,1,2.0,1,1
48.2,23.9,0,0,0,0,2.0,1,2
36.3,21.6,0,0,0,0,1.0,0,1
10.3,31.9,1,0,1,1,2.0,1,2
3.1,30.0,0,1,0,0,1.0,0,2
61.2,26.8,0,0,0,1,1.0,1,2
53.4,19.0,0,1,0,1,1.0,0,2
57.5,33.4,1,1,1,1,1.0,0,3
20.0,28.7,0,1,1,0,0.0,0,1
45.9,26.2,0,1,1,1,1.0,0,2
28.4,21.6,0,1,0,0,1.0,0,0
35.6,20.0,0,1,0,0,1.0,0,1
37.0,29.9,1,1,1,1,0.0,0,2
31.9,22.1,1,0,0,0,1.0,1,0
18.9,18.5,0,1,1,0,0.0,0,0
21.9,34.1,1,1,0,1,0.0,0,2
11.0,24.9,1,1,1,0,1.0,1,1
40.3,34.1,1,0,0,0,2.0,0,3
70.6,30.1,0,0,0,1,1.0,1,3
31.1,32.7,0,0,1,1,2.0,1,2
53.4,20.4,0,1,1,1,2.0,1,2
19.8,28.4,0,0,1,0,2.0,1,1
68.1,27.1,1,1,1,1,2.0,1,2
27.2,20.0,0,1,1,1,1.0,1,0
25.9,18.1,1,1,1,0,0.0,0,0
22.0,24.6,1,1,1,0,0.0,1,0
20.4,32.0,0,0,0,1,1.0,1,2
13.0,34.7,0,0,0,1,0.0,1,3
68.6,32.0,1,1,0,1,1.0,0,3
30.4,27.7,1,0,1,1,1.0,0,1
57.5,34.9,1,0,1,0,1.0,1,3
56.5,30.7,1,0,0,0,0.0,0,3
22.6,20.7,0,0,1,1,1.0,0,0
14.5,34.5,1,1,0,1,1.0,1,3
5.7,33.9,1,0,1,1,1.0,0,3
62.0,33.5,0,0,0,0,2.0,0,3
45.5,30.2,1,0,0,0,1.0,1,2
44.9,32.1,0,1,0,0,1.0,0,3
12.5,34.9,1,1,0,0,1.0,0,3
10.9,19.4,1,1,0,1,2.0,1,1
55.3,34.8,0,1,1,1,1.0,0,3
39.7,27.9,0,1,1,0,2.0,0,2
45.5,29.1,1,0,1,0,1.0,0,2
32.7,21.7,1,0,1,0,1.0,1,1
58.5,25.5,0,0,1,0,1.0,1,2
47.6,31.9,0,0,0,1,2.0,0,3
49.8,23.0,0,0,0,1,1.0,0,2
54.1,23.8,0,0,1,0,1.0,1,2
52.7,27.0,0,1,1,1,1.0,0,2
11.4,22.3,1,0,0,1,2.0,1,1
71.6,28.2,1,1,1,0,1.0,1,2
18.0,34.6,1,1,1,1,1.0,1,2
54.5,26.2,0,0,1,0,1.0,1,2
38.3,32.4,0,0,1,1,1.0,1,2
43.0,32.0,0,0,0,1,2.0,0,3
46.3,26.8,1,1,1,0,1.0,0,2
18.6,28.8,1,1,0,1,0.0,1,1
68.3,22.7,1,1,0,1,1.0,0,2
65.7,25.7,1,1,0,0,2.0,1,2
70.6,28.3,0,1,0,0,0.0,1,2
39.0,22.1,1,1,0,1,1.0,0,1
70.6,32.5,1,1,1,0,2.0,0,3
41.4,30.6,0,0,1,1,1.0,1,2
6.8,32.7,0,0,0,1,2.0,0,3
55.7,20.1,0,0,0,0,1.0,1,2
54.7,25.9,1,0,1,1,1.0,0,2
39.6,23.1,0,0,0,0,2.0,0,1
25.1,20.8,1,1,0,0,1.0,1,0
49.4,34.1,1,1,1,0,1.0,0,3
50.2,23.7,1,0,0,0,2.0,1,2
15.1,24.9,1,1,0,1,1.0,1,1
61.2,32.4,0,1,1,0,2.0,1,3
35.5,34.4,0,1,0,0,1.0,1,3
25.9,21.8,1,0,1,0,1.0,1,0
14.6,24.3,0,1,1,0,2.0,0,1
38.0,20.2,0,1,0,0,1.0,0,1
69.1,34.2,1,1,1,0,2.0,1,3
19.0,30.4,1,0,1,0,1.0,1,1
24.7,18.0,1,1,0,1,1.0,0,0
26.1,24.8,0,0,0,1,2.0,0,0
61.2,19.3,0,1,1,0,0.0,0,2
65.6,29.4,1,1,1,1,0.0,0,2
34.6,18.6,1,1,1,1,1.0,1,1
44.0,21.0,1,1,0,0,1.0,0,1
19.4,19.5,0,1,0,0,0.0,0,0
61.9,25.2,0,0,0,0,0.0,1,2
50.1,30.3,1,0,1,1,0.0,0,3
54.1,24.1,1,0,0,1,2.0,0,2
29.6,20.8,0,0,0,1,1.0,1,0
70.2,20.4,1,0,1,0,2.0,0,2
35.1,20.5,0,0,1,1,2.0,1,1
51.6,21.7,0,0,0,1,2.0,0,2
13.4,19.8,1,0,0,1,2.0,0,1
56.7,33.9,1,0,0,0,0.0,0,3
5.0,20.2,1,1,0,0,2.0,1,1
61.6,34.9,0,0,1,1,0.0,1,3
19.9,28.0,0,1,0,1,2.0,0,1
4.4,27.6,1,0,1,0,1.0,0,2
61.5,22.9,1,0,0,1,1.0,0,2
65.7,23.9,0,0,1,0,2.0,0,2
57.6,33.2,0,0,0,0,1.0,1,3
62.1,19.2,0,1,1,0,1.0,0,2
55.1,29.2,1,0,0,0,0.0,1,2
32.4,22.5,1,1,1,1,2.0,0,0
70.7,34.2,1,0,0,0,2.0,0,3
60.5,33.9,1,0,0,1,1.0,1,3
20.2,20.0,1,1,1,0,1.0,1,0
3.4,22.7,0,0,0,0,1.0,1,1
29.3,30.9,0,0,0,0,0.0,1,2
52.6,25.6,0,1,0,0,1.0,1,2
48.1,31.6,0,0,1,1,1.0,0,3
14.1,26.2,0,1,1,0,0.0,0,1
13.6,26.5,0,1,0,1,2.0,0,1
71.9,24.5,1,0,1,0,1.0,0,2
8.5,29.2,1,1,1,0,0.0,0,2
3.0,22.7,0,0,0,0,0.0,1,1
40.0,25.4,1,1,1,1,2.0,0,1
17.4,24.3,0,1,1,1,0.0,0,0
65.1,29.6,0,0,1,0,2.0,1,2
57.5,28.9,0,1,0,1,1.0,1,2
50.3,20.8,0,0,0,1,2.0,0,2
3.7,23.3,1,0,0,0,2.0,1,1
25.2,28.5,1,0,0,1,1.0,0,1
55.8,28.5,0,0,0,1,1.0,1,2
24.0,33.1,1,0,0,0,1.0,0,2
44.2,24.9,0,1,0,0,1.0,1,1
6.5,20.4,0,1,0,0,0.0,1,1
45.8,28.9,1,0,0,0,1.0,1,2
45.7,32.9,0,0,1,0,1.0,1,3
39.3,23.3,0,0,0,0,0.0,0,1
37.9,30.6,1,0,0,1,1.0,1,2
6.4,28.6,1,1,1,1,1.0,1,2
23.1,30.9,1,1,1,1,1.0,1,1
44.0,20.0,1,0,1,1,2.0,1,1
2.3,29.5,1,1,0,0,2.0,1,2
56.7,28.5,0,0,1,1,2.0,0,2
10.8,32.5,0,0,0,0,2.0,0,2
8.0,21.1,1,1,0,1,2.0,1,1
33.2,33.4,0,1,1,1,2.0,0,2
68.3,31.8,1,0,1,0,1.0,0,3
6.3,22.5,0,1,1,1,0.0,0,1
38.1,33.6,1,0,1,0,1.0,0,3
59.8,32.9,1,0,0,1,0.0,1,3
13.8,34.5,1,1,0,1,1.0,0,3
19.7,19.8,1,1,1,1,2.0,0,0
48.4,24.3,0,0,0,0,2.0,1,2
