temperatura_mel,viscosidade_mel,atividade_agua,densidade_mel,peso_target,desvio_peso,precisao_balanca,velocidade_envase,pressao_vedacao,tempo_exposicao_ar,temperatura_ambiente,umidade_relativa,experiencia_operador,turno_trabalho,fadiga_operador,limpeza_equipamento,manutencao_recente,tipo_enchedora,calibracao_ok,tipo_embalagem,qualidade_rotulo,adesao_rotulo,teste_vedacao,risco
35.2,571762.9,0.584,1.375,495,-1.49,0.42,86.2,19.84,6.8,23.4,56.2,3.7,1,1,2,23.4,1,1,2,4.9,1,1,1
38.83,559777.4,0.547,1.428,245,1.64,0.43,45.9,17.63,14.5,24.4,40.6,7.7,2,3,4,6.7,2,1,2,4.8,1,0,2
36.15,430584.8,0.567,1.435,245,0.69,1.76,41.3,20.55,19.5,21.7,73.5,4.3,2,3,5,3.6,2,1,2,2.9,0,1,0
34.65,249496.4,0.563,1.409,995,-0.09,1.39,109.7,33.0,7.2,23.8,38.7,4.8,1,3,3,4.5,3,1,1,5.0,1,1,0
36.57,905490.3,0.593,1.45,495,-5.88,1.42,25.3,27.22,9.1,24.3,52.9,2.7,1,1,3,0.6,1,0,1,4.0,1,1,1
36.67,573548.4,0.565,1.416,495,0.49,1.87,39.6,19.82,26.7,22.8,52.6,0.4,1,1,3,5.4,2,1,2,4.9,1,1,0
40.01,604955.1,0.587,1.387,995,6.77,0.95,47.8,25.17,8.8,20.4,64.8,2.2,1,1,4,9.8,1,1,1,4.9,1,1,1
37.1,583980.5,0.616,1.366,495,-0.82,1.21,86.5,22.43,23.7,22.1,63.8,0.2,3,4,4,11.0,3,1,1,5.0,1,1,0
39.48,362376.9,0.599,1.41,495,-0.95,1.91,98.4,26.17,7.7,29.4,54.5,0.3,2,4,5,0.1,2,1,1,4.9,1,1,0
38.09,669510.3,0.639,1.421,995,0.1,1.94,119.6,29.85,6.9,23.0,67.0,1.5,2,2,4,20.5,3,1,1,2.1,0,1,0
33.14,972321.9,0.61,1.411,995,1.11,1.11,53.8,31.37,17.2,25.8,45.0,3.4,1,2,3,3.7,3,1,1,4.5,1,1,0
36.55,382339.5,0.61,1.436,245,2.53,1.95,109.3,21.77,11.3,21.7,40.0,3.9,2,2,4,26.1,2,1,1,5.0,1,1,0
33.93,374344.5,0.601,1.41,495,0.49,1.9,20.6,22.82,40.9,22.9,47.0,0.4,1,3,4,20.2,3,1,1,5.0,1,1,0
38.06,334373.5,0.64,1.43,995,0.36,1.71,74.0,26.96,13.0,23.2,58.5,6.0,3,4,4,0.0,1,0,1,4.7,1,1,0
34.0,358509.6,0.544,1.424,245,2.98,1.31,102.8,34.54,51.0,20.1,52.4,3.1,1,1,5,7.3,2,1,1,5.0,1,1,0
34.86,505308.1,0.552,1.427,495,-1.7,1.61,48.8,29.05,8.2,22.8,57.2,2.8,2,3,5,11.2,1,1,2,5.0,1,1,0
31.74,694188.9,0.614,1.435,245,0.36,0.62,37.0,34.48,8.9,22.5,42.4,1.3,1,1,5,60.5,3,1,1,4.8,1,1,0
31.29,464869.1,0.571,1.402,995,0.71,0.84,110.9,31.99,57.4,21.5,49.0,2.2,1,1,4,7.4,3,1,2,4.8,1,1,0
37.49,248909.5,0.601,1.419,495,-0.24,1.86,104.8,30.74,5.4,17.3,64.0,3.4,1,2,3,6.2,2,1,1,4.5,1,1,0
38.49,862493.4,0.563,1.416,245,0.82,1.65,50.0,26.11,13.5,29.7,33.0,0.9,2,3,3,14.2,2,1,2,4.6,1,1,1
37.32,540755.3,0.657,1.375,995,-0.93,0.52,93.4,22.65,10.3,27.5,46.0,0.1,1,1,4,18.9,3,1,3,4.0,1,1,0
35.31,672452.7,0.604,1.4,995,-3.24,0.45,20.5,25.57,15.7,26.8,57.2,2.1,3,4,4,1.6,2,1,2,4.6,1,1,0
34.99,654142.7,0.614,1.395,995,-1.52,1.59,109.7,17.42,13.0,22.0,49.1,0.9,1,1,4,0.2,3,1,3,5.0,1,0,2
41.22,652380.2,0.565,1.44,995,-1.6,1.48,64.1,38.16,11.2,20.1,48.2,0.9,1,1,1,2.1,1,1,1,5.0,1,0,2
40.8,466010.4,0.606,1.396,995,-0.77,1.45,51.7,34.5,13.2,24.2,59.1,0.2,2,2,4,31.4,2,1,1,5.0,1,1,0
37.77,306897.2,0.604,1.395,995,-3.26,1.95,92.7,21.58,11.5,23.1,46.0,0.7,2,4,4,10.0,1,1,3,5.0,1,1,0
40.06,328443.5,0.595,1.415,995,6.84,0.48,68.0,25.83,22.2,25.9,63.3,1.8,2,2,3,3.5,1,1,3,4.1,1,1,1
37.41,272175.2,0.593,1.436,245,-0.35,0.85,55.7,29.08,31.8,22.8,53.0,3.4,2,3,4,2.2,3,1,2,4.9,1,1,0
38.79,359819.8,0.574,1.384,495,-1.9,0.7,82.1,26.37,30.1,22.2,66.7,0.9,1,2,3,8.4,2,1,3,3.5,1,1,0
35.08,801280.0,0.545,1.405,495,0.7,0.43,26.4,19.23,11.0,24.2,52.3,0.2,1,1,3,0.5,2,0,3,4.4,1,1,0
42.71,381757.4,0.562,1.432,245,0.96,1.7,32.2,20.97,53.2,22.8,58.4,8.1,1,2,4,20.4,1,1,1,5.0,1,1,1
33.58,344343.1,0.605,1.378,995,-0.15,1.58,105.5,26.43,13.6,27.1,48.2,7.3,3,3,5,4.9,2,1,2,4.9,1,1,0
42.41,449889.3,0.563,1.405,495,-0.89,1.35,78.1,31.07,9.0,23.3,43.2,2.7,1,1,3,0.3,3,0,2,4.9,1,1,1
38.64,619023.2,0.604,1.411,995,1.57,0.55,63.8,26.68,34.1,21.4,47.6,1.8,2,2,5,1.0,3,1,2,5.0,1,1,0
32.29,505016.0,0.623,1.403,495,1.62,1.04,114.6,29.26,5.7,25.7,38.9,7.9,1,1,3,2.8,2,0,2,5.0,1,1,1
37.76,523144.4,0.612,1.38,995,-0.54,0.85,50.3,28.9,14.3,20.9,41.3,4.8,3,4,3,20.7,1,0,2,5.0,1,1,0
32.69,687433.0,0.605,1.409,245,-1.11,1.64,41.6,22.89,8.1,26.8,52.0,2.2,1,1,4,8.1,2,1,1,4.7,1,1,0
37.18,615291.3,0.645,1.419,995,0.76,1.38,35.4,24.9,7.1,24.9,47.9,1.1,1,3,2,0.1,2,1,1,5.0,1,1,1
36.42,247157.8,0.567,1.384,495,1.01,1.88,38.7,24.36,15.1,18.8,70.1,0.8,2,3,5,3.9,1,0,1,2.9,0,1,1
35.77,484453.2,0.599,1.405,995,0.49,0.96,60.8,30.5,15.3,26.8,67.5,5.7,3,4,4,11.7,2,1,1,3.5,1,1,0
43.31,538640.7,0.666,1.404,495,2.85,0.1,76.0,26.95,11.7,23.2,42.3,0.2,3,3,4,11.6,2,1,2,4.8,1,1,1
39.27,448141.1,0.595,1.418,995,-0.78,1.95,75.9,22.51,12.0,22.6,64.8,1.1,3,5,4,7.2,1,1,1,5.0,1,1,0
37.18,484589.4,0.644,1.424,495,-3.24,1.9,49.2,22.7,48.8,22.0,65.0,2.1,2,2,4,2.8,1,1,2,5.0,1,1,0
38.64,423071.0,0.594,1.41,495,2.15,0.7,28.5,26.42,14.4,20.6,62.2,0.7,3,5,5,16.5,2,1,1,4.4,1,1,0
32.5,603624.4,0.627,1.408,495,0.28,0.62,28.1,31.35,6.5,26.9,66.6,0.7,1,1,3,2.7,3,1,2,3.6,1,1,0
35.74,488102.4,0.579,1.414,995,-0.04,0.26,79.2,32.36,26.3,23.9,41.8,5.0,3,5,5,27.8,3,1,2,5.0,1,1,0
40.93,367197.5,0.573,1.43,495,-2.89,1.51,89.3,20.81,19.9,20.5,59.8,5.7,3,4,5,16.5,1,1,1,5.0,1,1,0
42.71,473152.0,0.592,1.396,995,-1.02,1.63,20.9,23.13,10.6,24.0,42.9,0.9,1,1,4,1.3,2,1,1,5.0,1,1,1
38.37,482724.0,0.551,1.367,245,-2.2,1.41,119.3,33.13,54.4,18.9,53.6,4.0,1,1,3,1.8,1,1,1,5.0,1,1,0
43.93,236812.8,0.607,1.416,245,2.06,0.24,107.6,23.01,16.1,18.0,46.9,1.1,1,2,4,11.1,1,1,1,4.6,1,1,1
45.93,670024.1,0.559,1.41,495,2.83,1.08,54.6,26.75,15.0,23.4,76.0,0.3,1,3,4,0.1,1,1,2,3.1,0,1,1
38.51,465356.0,0.655,1.425,995,-0.53,1.65,81.9,22.27,32.3,16.0,58.0,7.6,1,2,3,18.9,2,0,2,5.0,1,1,1
41.0,592801.9,0.624,1.413,495,2.34,0.19,44.6,25.91,8.1,19.6,58.3,1.3,3,3,5,9.6,1,1,2,5.0,1,1,0
41.34,461207.5,0.586,1.4,995,-2.01,1.84,27.8,21.3,13.4,25.8,55.8,18.2,3,5,4,33.0,1,1,1,5.0,1,1,0
32.46,580451.7,0.551,1.43,995,0.74,1.87,96.2,17.79,16.8,23.3,58.7,4.7,1,1,3,0.1,3,1,1,5.0,1,0,2
33.49,365743.1,0.597,1.424,245,-1.9,0.3,27.7,23.2,18.5,21.5,43.7,5.9,2,4,3,5.1,1,1,1,5.0,1,1,0
34.26,758026.2,0.55,1.423,995,0.0,1.83,45.4,21.25,8.5,25.6,49.3,1.3,1,1,3,10.7,3,0,1,5.0,1,1,2
33.72,488250.9,0.583,1.395,995,1.56,0.4,21.5,26.34,13.9,27.8,33.9,5.4,3,3,5,1.2,2,1,2,3.8,1,1,0
32.21,326627.8,0.673,1.396,495,0.33,0.38,109.1,34.82,39.0,17.0,46.0,1.8,1,1,3,20.0,3,1,1,4.7,1,1,1
32.12,347844.8,0.646,1.388,495,-1.51,1.94,93.0,26.83,9.3,24.6,71.4,0.3,1,1,4,8.0,2,1,1,4.7,0,1,0
37.94,269915.4,0.559,1.437,995,-1.31,0.75,92.5,19.43,10.4,24.5,28.3,0.3,3,3,4,0.7,1,1,1,4.8,1,1,0
36.47,358239.0,0.567,1.416,245,-0.23,0.51,69.4,16.69,26.2,17.5,56.8,0.9,3,3,3,1.6,3,1,1,5.0,1,0,2
39.2,499985.7,0.554,1.466,495,1.75,1.95,66.5,22.89,27.0,22.2,64.0,5.4,2,3,4,11.2,1,1,2,4.8,1,1,0
38.68,468669.6,0.586,1.408,495,-0.06,0.97,95.2,25.67,28.6,23.0,44.1,1.9,2,2,4,9.6,2,1,2,4.7,1,1,0
35.38,333115.7,0.577,1.402,245,-1.22,0.17,115.7,25.3,7.2,25.9,74.9,5.9,2,3,4,39.6,3,1,2,4.1,0,1,0
41.51,670709.0,0.623,1.379,495,-1.63,1.55,78.3,18.32,7.4,18.6,53.3,8.8,3,3,2,5.8,2,1,1,3.6,1,1,1
38.92,699878.9,0.526,1.414,995,0.2,1.62,47.8,33.84,8.8,24.0,58.3,1.3,2,2,3,14.7,2,1,2,4.8,1,1,0
49.62,573359.5,0.574,1.432,995,0.32,1.5,73.8,19.55,11.6,21.1,41.8,0.6,1,1,4,11.9,2,1,1,4.5,1,1,1
36.23,480247.5,0.515,1.417,995,0.17,1.78,87.8,26.29,16.2,26.9,59.2,3.8,1,1,4,31.8,2,1,2,4.2,1,1,0
35.17,643502.5,0.629,1.462,495,-0.6,1.79,100.9,33.14,28.1,21.4,54.5,2.0,3,3,5,16.5,2,1,2,5.0,1,1,0
39.53,566625.0,0.625,1.429,495,1.94,0.21,100.1,27.65,13.8,18.3,58.8,2.2,3,3,3,14.1,1,1,1,5.0,1,1,0
38.65,432922.6,0.58,1.409,495,-0.41,0.45,86.1,9.77,17.0,21.2,43.8,2.7,3,5,3,13.3,3,1,2,4.9,1,0,2
37.12,521460.5,0.601,1.429,495,-1.89,1.81,79.4,21.65,13.5,20.5,46.3,3.9,1,2,3,0.6,2,1,1,5.0,1,1,0
40.54,909117.8,0.588,1.401,995,-1.69,0.12,54.5,27.37,14.9,22.9,41.4,1.2,2,2,4,0.4,2,1,1,4.4,1,1,0
30.54,447661.5,0.614,1.412,245,1.86,1.97,102.5,25.06,20.3,19.5,57.3,2.3,2,3,4,0.4,2,1,1,4.9,1,1,1
31.87,354617.0,0.605,1.432,995,0.79,1.84,117.3,13.06,9.6,22.2,55.4,1.6,1,1,1,18.0,2,1,1,5.0,1,0,2
39.28,519487.4,0.589,1.443,495,-0.85,0.76,65.1,27.01,5.8,23.7,49.8,1.9,3,4,5,10.0,2,1,2,5.0,1,1,0
34.83,325043.3,0.599,1.389,995,-0.12,1.59,114.2,27.82,36.4,22.9,40.3,1.3,1,1,4,6.0,2,1,3,5.0,1,1,0
34.15,544228.5,0.568,1.426,245,-0.56,0.73,79.8,22.09,13.1,20.4,58.7,2.7,2,3,3,1.4,2,1,2,3.9,1,1,0
36.84,225687.7,0.662,1.424,995,-0.73,0.99,102.8,25.61,14.0,23.8,58.8,1.6,1,3,4,19.1,1,1,1,5.0,1,1,0
38.35,477292.9,0.555,1.414,245,-0.87,1.58,55.5,20.93,24.9,23.5,47.2,5.4,3,5,3,47.0,2,1,1,5.0,1,1,2
34.51,295333.6,0.56,1.416,495,0.58,0.12,68.6,37.95,32.3,21.1,43.1,0.1,3,3,5,3.8,3,1,2,4.9,1,0,2
32.54,510895.5,0.588,1.395,995,-0.89,1.19,51.5,16.78,34.9,23.3,44.0,4.2,1,1,3,21.4,2,1,2,4.6,1,0,2
32.6,842706.7,0.606,1.413,995,2.21,1.47,22.9,23.58,5.4,15.7,80.4,1.8,1,3,3,6.7,1,1,1,4.3,0,1,0
36.02,398378.5,0.606,1.444,995,0.87,0.87,24.2,19.23,17.3,26.3,53.1,0.1,2,3,5,1.7,1,1,2,4.4,1,1,0
33.3,365293.8,0.608,1.39,995,-2.17,1.37,58.8,18.61,9.4,26.8,50.9,10.2,2,3,4,9.8,2,1,1,4.9,1,1,0
36.8,738704.2,0.553,1.434,495,-3.21,0.31,73.5,20.25,54.9,23.4,43.6,1.1,3,4,2,1.1,1,1,1,5.0,1,1,1
36.57,519030.6,0.609,1.438,245,1.63,0.67,35.9,24.88,7.3,24.6,61.6,2.1,1,2,1,8.4,2,1,3,5.0,1,1,1
38.72,309650.1,0.597,1.428,245,0.08,1.39,117.8,27.42,25.0,26.0,55.9,1.5,1,1,5,22.1,2,1,2,4.7,1,1,0
34.13,789307.2,0.605,1.388,995,-0.11,1.83,42.6,26.59,8.1,26.9,60.5,2.5,1,1,4,1.4,2,1,2,4.6,1,1,0
39.18,490143.6,0.554,1.424,495,0.36,1.67,41.1,13.66,38.2,15.0,58.9,1.8,2,2,3,12.4,3,1,3,4.9,1,0,2
40.89,515967.5,0.636,1.442,245,2.42,1.79,51.6,20.38,8.6,21.0,56.5,3.8,2,2,5,7.0,2,1,1,5.0,1,1,0
36.03,305375.8,0.571,1.406,245,-1.16,1.85,94.1,30.45,5.3,20.7,38.5,0.4,3,3,4,5.3,2,0,2,5.0,1,1,0
31.86,373357.7,0.574,1.415,245,-0.7,0.63,76.5,21.72,6.2,25.9,54.6,0.6,1,1,4,25.2,3,1,1,4.5,1,1,0
34.86,291540.2,0.611,1.395,245,0.11,0.65,112.3,30.46,9.2,21.0,42.8,2.1,2,3,4,0.7,3,1,2,5.0,1,1,1
32.73,474017.3,0.569,1.411,245,-2.89,0.24,114.4,28.64,27.3,21.8,65.5,4.3,2,2,2,4.2,2,0,3,3.6,1,1,2
28.48,349499.6,0.607,1.402,245,1.67,1.46,108.9,26.81,12.4,26.4,70.8,6.3,1,1,4,5.7,2,1,1,2.6,0,1,1
34.95,430246.6,0.602,1.404,495,0.98,1.51,45.9,20.09,11.3,22.1,70.7,4.7,3,4,5,28.0,2,1,1,4.3,0,1,1
41.95,511551.3,0.59,1.415,995,-1.34,1.17,28.3,22.25,9.5,21.1,56.7,0.7,1,1,5,6.3,3,1,2,5.0,1,1,0
33.36,590481.1,0.566,1.433,245,0.06,0.29,108.1,24.46,10.4,22.5,76.6,1.4,2,4,1,25.1,3,1,2,4.5,0,1,2
36.67,436942.0,0.601,1.423,495,-0.81,1.21,34.3,14.87,15.3,20.7,58.4,0.3,3,4,4,1.5,3,1,1,5.0,1,0,2
36.22,448461.2,0.609,1.403,495,-3.01,1.9,113.3,26.65,8.8,22.0,55.8,8.1,2,2,3,0.8,1,1,2,3.8,1,1,0
34.61,437540.1,0.593,1.408,995,0.42,0.75,42.6,21.73,12.7,29.4,52.6,1.1,2,3,1,6.3,2,0,1,5.0,1,1,2
43.93,296220.3,0.613,1.404,995,0.46,1.37,109.4,22.51,5.9,27.2,74.5,0.1,2,3,2,3.2,3,1,1,2.6,0,1,2
38.04,623244.2,0.583,1.402,245,2.49,2.0,91.0,26.71,33.5,21.1,75.2,0.9,2,2,3,5.8,2,1,1,3.8,0,1,0
38.42,331442.5,0.583,1.425,995,-2.5,1.91,91.4,30.33,10.9,23.6,36.6,0.2,1,1,4,7.2,1,0,2,5.0,1,1,0
26.17,551047.2,0.601,1.411,995,-0.57,0.57,57.9,26.02,20.2,18.8,28.3,0.6,2,3,4,14.4,2,0,1,5.0,1,1,1
41.57,508486.9,0.601,1.401,495,-0.78,1.75,113.9,17.74,78.8,26.1,50.3,6.7,1,2,5,6.2,2,0,1,3.7,1,0,0
44.99,744584.0,0.588,1.42,495,0.73,0.23,101.0,24.32,7.5,24.3,63.4,1.1,2,4,4,4.5,2,1,2,4.1,1,1,1
45.69,489356.9,0.574,1.406,495,2.45,0.88,59.6,28.3,51.3,22.7,56.7,4.6,2,2,3,2.0,1,1,2,4.3,1,1,1
30.56,524685.5,0.589,1.405,245,-1.99,0.75,84.8,29.33,33.1,22.3,62.9,0.2,3,4,4,3.8,3,1,3,4.5,1,1,1
37.68,341222.2,0.575,1.376,245,0.78,0.46,73.7,14.93,9.9,26.0,46.1,0.1,1,1,3,11.1,2,1,1,3.1,1,0,2
39.37,701436.1,0.558,1.375,995,-0.31,0.13,63.2,18.19,11.2,19.3,55.7,1.8,1,2,2,11.1,3,1,2,5.0,1,1,1
37.96,990498.8,0.547,1.468,995,0.37,1.67,46.5,25.18,24.4,25.0,48.3,0.5,2,3,3,18.1,2,1,1,5.0,1,1,0
36.46,683980.6,0.631,1.419,245,0.63,1.81,102.9,32.24,16.1,18.8,46.5,2.4,1,1,3,15.4,2,1,1,4.8,1,1,0
42.82,490739.0,0.564,1.429,245,-0.41,1.11,55.6,26.51,7.0,23.2,48.8,0.1,1,1,1,5.1,2,0,1,5.0,1,1,2
41.95,525891.9,0.577,1.428,495,0.38,0.18,108.0,16.96,16.7,19.1,74.0,2.6,2,4,1,3.9,2,1,3,4.3,0,0,2
36.99,525478.3,0.564,1.42,245,-0.54,0.53,112.0,22.09,23.2,21.2,68.2,7.2,3,5,5,4.6,3,1,3,2.9,0,1,0
37.46,328228.8,0.603,1.408,245,1.21,1.38,68.9,23.94,6.5,20.7,49.6,2.3,3,4,4,4.4,2,1,2,4.5,1,1,0
34.56,369691.9,0.565,1.453,995,0.75,0.79,84.8,26.09,8.9,27.3,57.9,6.1,1,1,4,0.4,3,1,2,4.3,1,1,0
40.52,584775.3,0.626,1.402,995,1.05,0.61,118.4,23.9,8.4,27.4,50.3,2.4,3,5,3,12.0,2,1,1,4.1,1,1,0
37.48,531716.4,0.576,1.431,495,4.16,1.88,62.7,22.25,27.3,17.4,52.3,4.0,3,3,3,6.8,1,1,3,4.5,1,1,0
37.94,452083.5,0.605,1.412,245,1.41,1.92,30.0,21.78,15.4,22.9,58.5,1.5,2,4,5,7.0,2,1,1,4.9,1,1,2
36.32,407904.9,0.569,1.411,995,2.84,0.98,100.4,29.2,6.8,28.5,58.2,0.4,2,3,5,12.6,2,1,2,4.0,1,1,0
38.53,240310.3,0.562,1.38,245,0.19,1.03,104.2,34.01,11.2,22.4,54.7,1.4,3,3,3,2.2,3,1,1,5.0,1,1,0
35.68,347081.1,0.567,1.427,245,3.51,1.24,84.0,31.14,9.8,21.6,54.0,4.4,3,3,3,0.4,2,1,2,4.9,1,1,0
28.06,787748.6,0.621,1.436,495,-0.22,0.37,82.2,28.65,12.5,22.8,72.0,2.2,1,3,3,3.3,2,1,1,3.6,0,1,1
46.42,379067.2,0.585,1.399,245,2.19,0.61,85.4,26.27,10.2,28.3,69.5,0.4,2,2,4,12.0,2,0,3,2.8,0,1,2
33.09,559527.2,0.64,1.404,495,0.02,0.43,113.1,30.7,9.0,26.1,56.0,5.8,1,2,4,0.5,2,1,1,5.0,1,1,0
46.74,409412.2,0.584,1.417,995,-0.12,0.44,74.0,27.19,23.3,26.0,70.7,0.5,3,4,3,0.9,3,1,2,4.0,0,1,2
36.54,627532.9,0.59,1.44,995,0.83,0.95,85.7,23.46,6.3,27.9,59.8,1.3,1,1,4,28.6,3,1,1,4.4,1,1,0
43.07,394660.1,0.632,1.402,995,0.81,1.14,48.5,23.26,46.0,19.9,62.1,2.9,3,4,3,10.5,2,1,2,5.0,1,1,2
33.42,531060.4,0.591,1.409,995,1.27,0.2,80.8,20.77,22.1,27.3,58.2,0.2,1,1,5,15.7,1,1,1,4.7,1,1,0
30.53,555148.9,0.605,1.409,495,-1.59,1.62,76.6,24.32,39.8,25.1,54.9,6.7,2,4,3,4.6,2,0,2,5.0,1,1,1
39.98,334762.2,0.593,1.396,495,0.36,0.54,49.1,24.31,5.4,26.5,46.4,12.7,2,2,4,0.8,3,1,3,4.1,1,1,0
36.37,482864.9,0.615,1.457,995,-2.98,0.44,95.0,25.15,8.4,19.8,68.3,2.2,3,3,4,19.3,2,1,1,4.3,0,1,0
38.3,748076.0,0.557,1.392,995,-0.1,1.29,44.7,22.61,11.2,22.9,37.4,0.1,2,2,4,9.7,1,0,1,5.0,1,1,0
29.77,561793.7,0.599,1.414,995,1.65,1.44,94.2,15.03,22.5,20.7,51.8,1.0,1,1,1,27.4,2,1,1,4.9,1,0,2
36.12,525655.3,0.613,1.389,495,-0.47,0.94,96.8,20.55,18.7,19.7,59.7,1.5,1,1,5,3.5,2,1,1,4.3,1,1,0
35.37,657572.0,0.613,1.447,995,1.08,1.09,72.1,20.33,6.1,27.0,55.5,8.8,1,2,4,22.1,2,1,3,4.4,1,1,0
33.38,408179.9,0.583,1.432,495,-0.63,1.38,49.2,13.51,9.0,19.6,59.0,0.1,3,3,3,8.5,2,0,2,5.0,1,0,2
32.99,563204.3,0.574,1.398,245,-0.09,1.76,96.9,21.42,30.9,22.8,58.3,1.1,1,1,4,1.7,3,1,1,5.0,1,1,0
32.71,411586.5,0.633,1.437,995,-0.72,1.7,116.5,33.94,19.9,17.2,54.4,2.8,1,1,2,9.7,2,1,1,5.0,1,1,1
32.67,843750.6,0.592,1.43,495,-0.17,1.45,81.2,19.2,50.3,23.7,57.1,2.3,1,2,3,3.4,1,1,2,5.0,1,1,0
44.8,340800.3,0.608,1.399,495,1.49,1.58,92.4,27.69,5.9,28.4,50.5,1.9,1,3,3,3.8,3,1,2,5.0,1,1,1
39.96,365897.9,0.649,1.462,495,-0.4,1.34,49.1,22.87,59.7,20.1,53.8,3.5,1,1,3,33.3,3,1,1,4.9,1,1,0
36.88,510466.6,0.563,1.399,245,0.7,0.21,63.3,26.44,20.6,27.4,45.7,0.0,3,4,3,5.4,2,1,2,4.3,1,1,0
39.35,421471.8,0.65,1.428,995,-0.13,0.17,99.2,18.4,37.3,19.6,64.0,0.4,1,2,3,0.3,3,1,3,5.0,1,1,0
38.17,345993.0,0.604,1.435,495,-1.44,0.61,32.1,18.63,19.1,23.7,46.3,1.5,2,3,3,22.2,3,0,1,4.6,1,1,0
37.06,357113.2,0.603,1.419,995,-1.89,0.92,54.3,26.47,50.9,22.5,38.9,8.3,3,5,4,4.1,2,1,1,5.0,1,1,0
33.67,687947.1,0.619,1.414,495,0.37,1.72,51.7,16.76,12.7,27.4,47.0,3.5,1,1,3,13.8,1,1,2,4.9,1,0,2
31.12,832632.8,0.631,1.375,995,0.3,0.76,76.7,25.58,45.4,25.8,46.3,0.3,2,4,4,9.6,1,1,2,5.0,1,1,1
43.74,598449.3,0.628,1.42,245,-0.22,1.56,43.1,29.0,21.8,19.4,66.4,1.5,1,1,5,2.5,3,0,2,3.3,1,1,2
37.24,271175.2,0.56,1.438,495,-0.97,1.91,99.7,24.99,8.2,26.8,49.4,1.8,3,5,1,3.5,1,1,3,3.9,1,1,1
40.28,405649.5,0.639,1.388,495,2.58,1.97,66.6,21.44,5.2,24.7,72.9,2.1,3,4,3,24.8,2,1,1,3.9,0,1,0
42.19,394399.5,0.596,1.426,245,-0.95,0.11,53.0,23.03,12.1,22.1,54.3,4.3,3,3,3,1.3,3,1,1,5.0,1,1,1
37.69,395291.5,0.562,1.438,995,5.3,1.71,67.5,24.1,12.3,25.5,42.3,6.1,2,2,3,8.9,1,1,1,4.5,1,1,0
30.61,739023.4,0.666,1.417,495,-0.41,1.52,115.0,32.14,15.4,20.7,53.4,6.7,1,1,4,18.7,3,1,2,4.9,1,1,1
41.93,608102.0,0.602,1.422,245,0.27,0.69,27.1,30.39,10.9,23.0,42.7,1.3,3,4,4,7.0,2,1,1,4.9,1,1,0
31.69,631039.3,0.613,1.443,495,1.33,1.76,78.1,22.91,16.2,24.7,62.3,1.5,1,2,2,0.2,2,1,2,5.0,1,1,1
40.94,731291.0,0.574,1.443,495,-2.15,1.06,41.2,25.94,50.5,21.0,62.4,9.2,2,3,2,6.8,1,1,1,4.1,1,1,1
34.12,482037.1,0.603,1.433,495,-0.58,1.15,77.6,25.61,8.6,15.6,37.3,2.9,1,1,3,5.9,3,0,1,4.4,1,1,1
33.3,495449.2,0.617,1.429,995,0.07,1.78,29.8,30.78,32.1,24.5,52.0,10.9,2,2,3,5.5,3,1,1,5.0,1,1,0
38.82,250539.9,0.603,1.439,245,-1.52,0.35,89.4,25.31,42.4,22.0,56.8,1.5,1,1,2,20.3,2,0,1,4.4,1,1,1
36.32,426736.7,0.583,1.405,245,-0.66,0.41,72.4,28.82,5.1,21.4,60.1,0.3,2,3,5,9.8,3,1,3,4.3,1,1,0
38.23,934701.5,0.553,1.444,245,-0.84,0.21,24.5,30.12,8.4,21.6,40.5,0.7,2,2,2,6.4,3,1,1,5.0,1,1,1
29.84,344656.1,0.582,1.45,245,0.96,0.58,98.0,21.73,11.5,21.6,44.5,3.1,3,3,3,2.6,2,1,1,5.0,1,1,1
42.47,436099.2,0.609,1.408,495,0.42,0.42,67.6,26.41,19.5,26.1,57.8,0.7,1,1,5,28.3,3,1,2,3.8,1,1,1
38.59,670792.3,0.515,1.423,995,0.88,1.09,81.8,31.5,14.5,21.6,65.2,3.6,3,4,4,6.9,3,1,2,5.0,1,1,0
38.28,496531.0,0.587,1.42,245,1.86,1.49,56.9,25.32,20.9,19.9,57.1,0.8,1,1,2,0.6,2,1,1,4.5,1,1,1
34.35,316714.1,0.602,1.445,995,1.1,1.21,70.2,28.13,29.3,20.5,41.6,7.8,2,2,3,11.8,2,1,1,5.0,1,1,0
39.74,522813.9,0.615,1.405,245,0.04,0.82,89.7,32.16,39.6,21.7,35.5,0.8,1,2,3,15.8,2,1,3,4.7,1,1,0
39.98,480783.4,0.651,1.406,245,-0.49,0.39,92.6,33.3,21.2,22.6,35.2,4.2,1,2,4,8.6,3,1,1,4.6,1,1,0
36.21,375906.0,0.597,1.424,495,-1.33,0.79,49.1,27.8,18.8,23.5,42.7,5.8,2,3,2,6.0,2,0,2,4.5,1,1,1
32.97,505385.4,0.628,1.433,495,0.43,1.78,116.7,28.06,24.3,22.8,57.1,3.5,3,4,4,0.1,3,1,1,4.8,1,1,0
34.93,581342.1,0.557,1.418,495,-2.49,1.22,23.1,25.11,6.7,29.6,67.0,0.1,2,4,4,1.4,1,1,2,3.8,1,1,1
39.9,665929.6,0.618,1.39,995,1.78,1.8,21.7,25.79,23.4,23.2,50.6,1.1,1,1,3,10.0,2,1,1,4.1,1,1,0
41.92,705393.0,0.602,1.438,495,-0.21,0.53,45.4,20.72,15.5,24.8,62.6,2.7,2,3,5,8.2,2,1,1,5.0,1,1,1
