velocidade_centrifuga_rpm,tempo_centrifugacao_min,limpeza_equipamento_pre_turno,lubrificante_grau_alimentar,vazamento_lubrificante,uso_epi,higiene_das_maos,inspecao_fragmentos_cera_pos_centrifuga,lote_identificado,probabilidade
538.0,2.0,0,1,1,1,1,1,0,2
671.0,19.3,1,0,0,0,1,1,1,2
489.0,5.3,0,1,1,1,0,1,0,2
684.0,6.7,0,1,0,2,0,0,1,0
214.0,6.7,0,0,1,1,1,1,1,3
681.0,7.0,0,1,1,2,0,0,0,2
735.0,5.3,0,1,0,1,0,1,1,0
757.0,2.4,1,1,0,0,1,1,0,0
477.0,19.1,1,0,0,0,1,0,1,2
464.0,9.4,1,0,1,1,0,1,0,3
425.0,4.7,1,0,1,0,1,0,0,3
250.0,10.0,0,0,0,0,1,0,1,2
725.0,12.1,0,0,1,1,1,1,1,3
352.0,15.5,1,1,0,0,1,0,0,0
291.0,11.2,0,0,1,0,0,1,0,3
659.0,13.7,0,0,1,1,0,0,0,3
283.0,5.5,1,0,1,0,0,1,0,3
659.0,17.5,0,1,0,1,0,0,1,0
700.0,17.4,1,1,0,0,1,1,1,0
355.0,3.5,1,0,0,1,0,0,1,2
261.0,8.7,1,1,1,0,1,0,0,2
421.0,17.0,1,1,0,0,0,0,1,0
280.0,7.0,1,0,1,0,1,0,0,3
551.0,3.8,0,0,1,1,0,0,1,3
740.0,3.0,0,0,0,2,0,1,1,2
511.0,5.5,1,1,1,0,0,1,0,2
341.0,6.0,1,0,1,2,1,0,0,3
558.0,15.4,1,0,0,0,0,0,0,2
254.0,2.3,0,0,0,0,1,1,1,2
384.0,12.0,1,0,1,1,0,1,0,3
749.0,18.6,0,0,1,2,0,0,0,3
711.0,18.9,0,0,0,1,0,1,0,2
662.0,12.8,0,0,1,1,1,0,0,3
609.0,9.2,0,1,0,2,1,1,0,0
640.0,7.9,0,0,0,2,0,1,0,2
583.0,11.5,1,1,1,2,1,1,0,2
541.0,17.2,0,0,0,0,1,0,1,2
231.0,6.3,1,0,1,1,1,1,1,3
259.0,5.3,0,1,0,0,1,1,1,0
339.0,5.3,1,1,0,1,1,0,1,0
528.0,10.9,0,1,1,2,1,1,0,2
332.0,8.3,0,1,0,1,1,1,0,0
480.0,18.8,0,0,1,2,1,1,1,3
549.0,9.2,0,0,0,0,0,0,1,2
649.0,14.0,0,0,0,2,0,0,1,2
535.0,17.2,1,1,1,2,0,0,1,2
606.0,16.8,1,1,1,0,1,0,0,2
472.0,5.3,0,1,1,2,0,0,1,2
754.0,15.1,0,0,1,1,0,0,1,3
658.0,13.3,0,0,0,0,1,0,0,2
467.0,10.2,1,0,1,1,0,1,0,3
308.0,16.9,0,0,0,0,1,0,1,2
626.0,8.6,0,0,1,2,0,0,1,3
468.0,3.1,0,0,0,0,1,1,1,2
335.0,2.4,1,1,0,1,1,0,0,0
561.0,13.5,1,0,1,2,1,0,1,3
432.0,10.3,0,0,1,0,0,0,0,3
666.0,15.8,1,0,1,2,1,1,0,3
369.0,18.1,0,1,0,0,1,1,1,0
482.0,13.3,0,1,1,1,1,0,0,2
412.0,12.0,0,0,1,1,1,0,1,3
709.0,5.3,1,1,1,2,0,0,1,2
455.0,12.2,0,0,0,1,1,0,0,2
341.0,11.1,1,0,0,2,0,1,1,2
717.0,12.9,1,0,0,2,0,0,0,2
756.0,10.8,1,1,0,2,0,1,1,0
422.0,12.3,1,1,1,2,0,0,1,2
727.0,15.6,1,0,1,2,0,0,0,3
494.0,18.0,1,1,1,1,1,0,0,2
640.0,11.3,1,0,1,0,1,0,0,3
363.0,17.5,0,1,1,1,1,1,0,2
296.0,12.8,0,1,1,2,1,0,0,2
512.0,8.4,1,0,0,1,1,0,1,2
442.0,8.6,1,0,0,1,1,0,0,2
200.0,15.7,0,1,0,2,0,1,0,0
227.0,10.7,0,0,1,0,1,0,0,3
576.0,16.0,1,0,1,0,1,1,1,3
407.0,12.3,1,0,1,2,0,1,0,3
220.0,2.8,0,0,1,1,1,1,1,3
458.0,10.7,0,0,1,2,0,1,0,3
274.0,10.9,1,1,0,0,1,1,0,0
290.0,14.8,1,0,1,1,0,0,1,3
656.0,16.3,1,1,0,1,0,0,1,0
246.0,4.1,1,1,1,1,1,0,1,2
476.0,13.1,1,1,1,1,1,1,1,2
396.0,14.6,1,0,1,1,1,1,1,3
787.0,17.1,1,0,1,1,0,0,1,3
213.0,11.0,0,1,0,2,0,1,1,0
473.0,2.7,0,0,1,1,1,0,0,3
619.0,3.4,1,1,1,0,1,1,0,2
766.0,9.7,1,1,0,0,0,0,0,0
389.0,15.0,0,1,1,1,1,1,0,2
581.0,19.1,0,0,0,2,1,0,0,2
353.0,8.7,0,1,0,0,0,1,0,0
578.0,13.5,0,1,1,1,1,0,0,2
252.0,14.9,1,1,0,0,1,1,0,0
372.0,3.3,1,1,1,0,1,1,0,2
467.0,11.4,1,1,0,2,0,0,1,0
236.0,3.4,0,1,0,2,1,1,1,0
317.0,10.4,0,1,1,1,0,1,1,2
263.0,17.8,0,0,1,1,1,0,1,3
767.0,16.4,0,1,1,0,0,1,1,2
507.0,14.4,1,0,0,0,0,0,1,2
552.0,18.3,0,0,1,0,0,0,1,3
691.0,7.4,1,0,0,2,1,0,1,2
406.0,10.2,1,1,0,0,1,0,1,0
260.0,7.1,0,1,0,1,1,0,0,0
301.0,8.0,1,0,1,1,1,0,0,3
613.0,13.9,1,1,0,0,1,0,1,0
768.0,14.2,1,0,0,2,1,1,0,2
470.0,4.2,1,1,0,1,0,0,1,0
385.0,17.4,0,0,0,2,1,1,0,2
729.0,6.6,1,0,1,0,0,1,1,3
438.0,6.3,1,1,0,2,0,0,1,0
278.0,8.4,1,1,1,2,0,0,1,2
355.0,8.9,0,0,0,1,1,1,1,2
668.0,13.8,0,0,1,1,1,0,0,3
717.0,14.4,1,1,0,0,0,1,0,0
675.0,14.3,0,1,0,0,1,0,1,0
791.0,11.6,0,0,1,2,0,1,1,3
280.0,6.2,1,0,0,2,0,1,0,2
495.0,6.4,0,1,1,1,1,0,0,2
596.0,19.1,1,0,0,0,1,1,1,2
786.0,5.1,1,1,0,1,0,1,1,0
769.0,10.2,1,1,1,0,0,1,1,2
414.0,16.7,1,0,0,1,1,0,1,2
733.0,11.4,1,1,0,0,1,0,1,0
509.0,19.2,1,0,0,2,0,1,0,2
258.0,19.4,0,0,0,1,0,0,0,2
235.0,17.1,0,0,0,0,0,1,0,2
800.0,9.3,0,0,1,1,1,0,1,3
765.0,17.4,1,0,0,0,0,1,1,2
579.0,14.5,1,1,0,1,0,1,1,0
620.0,17.9,0,1,1,2,1,1,1,2
550.0,6.6,0,1,0,2,1,0,1,0
677.0,3.7,1,0,0,0,1,1,1,2
370.0,11.9,1,1,0,2,0,1,0,0
350.0,10.3,1,0,1,1,0,0,0,3
501.0,12.6,1,1,0,1,1,0,0,0
322.0,17.7,0,0,0,1,0,1,0,2
510.0,17.0,0,1,1,1,0,0,1,2
773.0,3.4,1,1,1,1,0,0,1,2
384.0,4.7,1,0,1,2,0,1,1,3
562.0,14.4,0,1,1,0,1,0,1,2
739.0,11.7,0,0,0,2,0,1,0,2
543.0,5.1,1,1,0,0,0,0,1,0
263.0,2.4,0,0,0,2,0,0,1,2
573.0,7.3,1,1,0,1,1,0,1,0
561.0,6.6,1,0,1,2,0,0,0,3
390.0,4.1,0,1,0,0,1,0,0,0
570.0,19.8,0,1,1,2,0,0,0,2
660.0,18.7,0,1,0,0,0,1,1,0
687.0,5.2,0,0,0,2,0,1,1,2
670.0,14.2,0,0,0,1,0,0,1,2
503.0,16.0,0,1,1,1,1,1,0,2
657.0,11.1,0,1,0,1,0,1,1,0
233.0,11.2,1,0,0,1,1,0,0,2
638.0,7.1,0,1,1,1,0,0,0,2
352.0,14.8,0,1,0,2,0,0,1,0
252.0,2.1,1,1,0,1,1,1,0,0
485.0,11.7,0,1,0,1,1,1,0,0
310.0,9.3,1,0,0,2,1,0,0,2
787.0,17.2,0,0,1,0,0,0,0,3
312.0,17.2,1,1,0,2,1,0,1,0
761.0,12.4,0,0,0,0,1,1,1,2
704.0,7.3,0,1,1,0,1,1,1,2
708.0,12.7,0,0,0,2,0,0,1,2
464.0,12.5,0,1,0,1,0,1,1,0
359.0,12.1,0,0,1,2,1,0,0,3
488.0,10.5,0,1,0,0,0,1,0,0
773.0,4.7,0,1,1,0,1,1,0,2
381.0,12.3,0,1,0,0,0,1,0,0
280.0,8.6,1,0,1,1,0,1,0,3
657.0,11.0,1,0,0,1,0,0,1,2
487.0,15.8,0,0,0,0,1,0,1,2
346.0,13.4,1,1,1,2,0,0,0,2
227.0,17.4,1,1,1,2,0,0,1,2
684.0,7.6,0,1,0,2,0,1,0,0
354.0,8.7,1,0,1,0,0,1,0,3
207.0,8.8,0,1,0,2,1,0,0,0
790.0,4.2,0,0,0,0,0,1,0,2
710.0,4.4,0,1,0,1,0,1,0,0
573.0,17.6,1,0,0,2,1,1,0,2
554.0,18.7,1,0,0,1,1,1,1,2
326.0,4.5,1,1,1,0,0,1,0,2
454.0,3.4,0,1,0,2,1,0,0,0
573.0,7.0,0,0,0,0,1,1,0,2
380.0,16.4,0,1,1,2,0,0,1,2
609.0,14.8,1,1,0,1,0,1,1,0
585.0,19.7,0,0,0,0,1,0,1,2
741.0,19.9,1,0,1,1,1,0,0,3
255.0,7.6,1,0,1,0,1,0,0,3
225.0,6.5,1,0,1,1,1,1,0,3
200.0,4.1,1,1,1,0,1,1,0,2
788.0,11.3,1,0,0,0,1,0,1,2
564.0,16.8,0,1,1,1,1,1,0,2
653.0,15.1,1,1,0,0,1,1,0,0
588.0,5.9,0,0,0,0,0,1,0,2
338.0,9.3,1,0,1,2,1,0,1,3
600.0,16.3,0,0,0,1,1,0,0,2
596.0,8.2,0,0,0,2,0,0,0,2
746.0,7.6,0,1,1,0,1,1,0,2
413.0,16.0,1,1,0,1,0,0,0,0
579.0,9.8,0,1,0,1,0,0,1,0
435.0,2.2,0,0,1,2,1,0,0,3
305.0,17.4,0,0,0,1,1,0,0,2
661.0,18.4,0,1,1,2,0,0,0,2
479.0,16.6,0,1,0,1,0,0,0,0
443.0,11.1,1,0,1,2,0,0,1,3
476.0,16.1,0,0,1,1,1,0,1,3
746.0,15.3,0,0,1,2,1,0,0,3
563.0,10.1,1,0,1,0,0,0,1,3
334.0,8.3,0,1,1,2,1,1,1,2
456.0,19.1,0,1,1,0,1,1,0,2
261.0,9.9,0,1,1,0,0,1,0,2
389.0,4.5,1,0,1,2,0,0,0,3
406.0,4.3,1,1,0,0,0,1,1,0
285.0,8.9,0,1,0,1,1,0,1,0
724.0,9.5,0,0,1,1,0,0,1,3
575.0,4.4,0,1,0,0,1,1,0,0
210.0,10.1,0,1,1,2,1,0,0,2
260.0,5.9,1,1,1,1,0,0,0,2
785.0,18.4,0,0,1,1,1,1,0,3
259.0,13.3,1,1,1,2,1,0,0,2
613.0,9.6,0,1,1,1,1,0,1,2
654.0,14.7,0,1,1,1,1,1,0,2
731.0,18.4,1,0,0,1,1,1,1,2
721.0,2.7,1,0,1,2,1,0,0,3
601.0,14.4,1,1,1,1,0,1,1,2
599.0,8.4,1,1,1,1,0,0,1,2
489.0,13.1,1,0,1,1,0,1,1,3
235.0,12.7,1,1,0,1,0,1,1,0
561.0,3.6,1,0,0,2,1,1,0,2
427.0,14.0,1,1,0,2,0,0,1,0
496.0,5.2,1,0,0,2,1,0,1,2
590.0,16.6,1,1,0,2,0,1,0,0
574.0,5.6,1,0,0,2,0,0,0,2
661.0,8.4,1,1,1,1,1,0,0,2
611.0,16.7,0,1,1,0,1,1,0,2
709.0,6.4,1,0,0,2,0,0,0,2
790.0,12.9,1,0,1,1,0,1,1,3
428.0,2.3,0,1,1,0,1,0,0,2
505.0,3.4,1,1,0,2,0,0,0,0
213.0,18.4,0,1,1,0,1,1,0,2
353.0,2.9,0,1,1,1,1,1,0,2
511.0,6.5,1,0,0,0,1,0,1,2
423.0,17.1,0,0,1,1,1,0,1,3
462.0,12.3,0,0,0,0,1,0,0,2
510.0,6.8,1,1,1,0,1,1,1,2
696.0,6.4,1,1,0,1,0,1,1,0
226.0,6.8,0,1,1,1,0,1,0,2
575.0,7.8,1,0,1,2,0,1,1,3
547.0,7.7,1,0,0,2,0,1,0,2
415.0,10.4,0,0,0,0,0,1,1,2
654.0,9.1,1,1,0,2,1,1,1,0
795.0,16.1,0,1,0,1,1,1,1,0
598.0,17.1,1,1,1,1,1,1,1,2
602.0,11.5,0,1,0,1,0,0,1,0
341.0,2.5,1,0,1,1,0,1,1,3
724.0,12.5,0,1,1,1,0,0,0,2
267.0,8.4,1,1,1,0,1,0,1,2
669.0,5.7,0,1,1,1,0,0,1,2
736.0,11.1,1,0,0,2,1,1,0,2
633.0,20.0,0,1,0,2,0,0,1,0
389.0,7.4,0,1,1,1,0,1,0,2
516.0,4.0,0,1,1,2,1,1,0,2
720.0,4.0,1,1,1,0,1,0,0,2
244.0,7.8,1,0,1,0,0,1,0,3
349.0,12.3,1,0,0,2,1,1,0,2
327.0,4.3,0,1,1,0,0,1,1,2
581.0,15.6,1,1,0,0,1,0,0,0
