temperatura_transporte_c,tempo_transporte_h,veiculo_higienizado,carga_compartilhada_quimicos,embalagem_secundaria_protecao,lacres_veiculo_integridade,registro_condicoes_transporte,lote_identificado,probabilidade
13.4,49.1,0,1,1,0,1,0,2
34.0,62.3,1,0,1,1,0,0,0
34.6,24.6,1,0,0,0,1,0,2
23.5,9.5,0,1,0,1,1,1,3
18.3,20.8,0,0,1,0,1,0,2
39.9,64.5,1,0,0,1,0,1,2
11.2,48.2,0,1,0,1,0,1,3
24.9,11.8,1,1,0,1,0,1,2
36.7,34.9,0,1,1,1,0,0,2
29.3,30.0,1,0,1,0,0,1,0
23.7,26.8,0,0,0,0,0,0,3
20.8,40.7,1,1,0,1,0,0,2
40.0,52.5,1,1,1,0,1,0,0
26.8,51.0,0,0,0,0,0,1,3
27.6,12.6,1,1,1,0,0,1,0
33.0,69.8,1,1,0,0,1,1,2
37.7,67.2,1,1,0,1,0,0,2
20.5,16.6,1,0,0,0,0,0,2
20.8,34.2,1,1,0,0,1,1,2
11.0,63.4,0,0,0,1,1,1,3
39.7,47.8,0,1,1,0,1,0,2
20.4,20.7,0,0,1,1,1,1,2
27.0,25.9,0,0,0,1,0,1,3
29.0,10.8,0,0,1,1,0,1,2
35.2,70.5,0,0,0,0,0,1,3
38.0,29.2,1,1,1,1,0,1,0
12.1,22.9,0,1,0,0,0,1,3
35.3,17.6,0,0,0,1,0,1,3
14.1,25.9,0,0,0,0,0,0,3
19.9,44.8,0,1,1,0,0,1,2
14.2,18.7,1,1,0,1,0,0,2
28.3,51.0,1,1,0,0,0,1,2
19.4,1.2,0,1,1,0,1,1,2
22.0,68.8,1,0,0,1,1,1,2
11.4,52.7,1,0,1,0,0,0,0
38.1,32.5,1,1,1,0,0,0,0
16.0,48.8,1,1,0,0,0,0,2
21.9,65.2,1,1,0,1,0,0,2
22.5,59.3,0,0,1,1,1,1,2
16.0,16.3,1,1,1,0,1,1,0
32.7,40.1,0,0,0,1,1,1,3
22.8,8.4,0,0,1,0,1,0,2
31.4,43.9,1,1,0,1,1,0,2
34.6,60.3,0,0,0,0,1,0,3
13.3,8.3,0,0,1,1,1,0,2
38.7,1.7,1,1,1,0,0,1,0
14.1,8.9,1,0,1,0,1,0,0
21.9,37.5,0,0,0,1,0,0,3
38.2,42.7,0,1,0,0,0,0,3
21.4,49.2,1,1,1,1,0,1,0
18.2,12.6,1,1,0,1,1,0,2
13.7,51.2,0,0,1,0,1,1,2
20.0,3.4,0,1,1,0,0,0,2
15.7,40.7,0,0,1,0,0,0,2
13.1,44.3,1,1,0,0,1,0,2
13.3,46.6,0,1,1,0,1,1,2
28.1,64.8,0,1,1,1,0,1,2
25.4,45.1,0,1,1,0,1,0,2
32.9,71.6,0,0,0,1,0,0,3
25.8,11.4,0,0,0,1,0,0,3
14.0,60.0,0,0,0,0,1,1,3
30.8,4.4,0,0,1,0,1,1,2
15.1,56.3,0,0,1,0,0,1,2
29.9,68.4,1,1,1,1,1,0,0
27.4,20.2,0,1,1,0,1,1,2
10.5,47.8,0,1,0,1,1,0,3
22.5,46.8,0,0,1,1,0,1,2
16.0,21.5,0,1,0,0,0,0,3
31.0,58.7,0,0,1,0,0,0,2
10.5,2.1,0,1,0,1,1,0,3
11.5,71.6,0,1,0,0,0,1,3
20.4,60.9,1,0,0,0,0,1,2
17.3,41.2,0,0,0,1,0,0,3
20.4,69.7,1,0,1,0,1,1,0
16.0,64.4,0,0,1,1,0,0,2
34.6,63.4,0,1,0,1,1,1,3
30.5,68.3,1,1,1,0,1,0,0
33.9,71.0,0,0,1,0,1,1,2
29.2,36.4,0,1,1,1,0,1,2
28.0,68.9,0,0,1,0,0,1,2
11.6,37.0,1,1,0,0,0,1,2
31.6,52.7,1,0,0,0,1,1,2
23.6,54.0,1,0,0,1,1,0,2
24.2,67.0,0,1,1,1,1,1,2
27.2,46.5,0,0,0,0,1,1,3
37.4,59.1,0,0,0,1,1,1,3
31.8,25.6,0,1,1,1,1,1,2
13.0,69.4,0,0,0,0,0,0,3
27.1,60.8,1,0,1,1,0,0,0
37.7,9.1,1,1,0,0,0,1,2
30.8,23.2,0,0,1,0,1,1,2
27.6,5.4,1,1,0,1,1,0,2
16.3,67.6,1,1,0,1,0,0,2
31.3,7.4,0,0,0,1,1,0,3
28.5,65.8,1,1,0,0,1,0,2
25.5,8.5,0,1,0,1,1,0,3
11.3,18.7,1,0,0,1,0,0,2
31.3,67.0,0,0,1,1,1,1,2
13.7,58.1,1,1,1,1,0,1,0
11.5,40.1,1,0,1,0,0,0,0
24.3,51.8,0,0,1,0,0,0,2
14.0,43.6,1,1,0,1,0,1,2
28.9,59.5,0,0,1,1,0,0,2
32.4,2.1,0,1,1,1,1,0,2
35.5,55.5,1,0,1,0,1,0,0
31.0,5.1,0,1,1,1,0,0,2
34.0,8.1,1,1,1,1,0,1,0
13.8,4.8,0,0,1,0,0,0,2
12.9,1.9,1,1,0,1,0,1,2
32.3,24.8,0,1,0,1,1,0,3
20.7,64.5,0,1,1,0,1,0,2
