temperatura_armazenamento_c,umidade_relativa_ambiente_pct,tempo_armazenado_dias,bombonas_integra_limpa,lacres_integro,segregacao_de_produtos_quimicos,piso_limpo_seco,PEPS_FEFO_aplicado,lote_identificado,probabilidade
24.0,69.0,354.0,0,1,0,1,1,1,2
24.5,40.0,68.0,0,0,0,0,1,0,0
16.7,54.0,151.0,0,0,1,0,0,1,0
28.3,84.0,28.0,1,0,1,0,0,0,2
16.0,87.0,249.0,1,1,0,1,1,1,1
34.6,87.0,348.0,0,1,0,1,1,0,3
11.6,57.0,262.0,1,0,1,0,1,1,1
27.2,41.0,260.0,1,1,0,1,1,1,1
27.4,55.0,5.0,0,0,0,0,1,1,1
27.4,71.0,62.0,0,0,0,1,0,1,1
32.8,49.0,276.0,0,1,1,1,0,1,2
16.8,77.0,277.0,1,0,1,1,1,1,1
16.3,48.0,43.0,0,0,1,0,0,1,0
34.5,57.0,277.0,0,1,1,0,1,1,2
24.7,84.0,198.0,0,1,0,1,1,1,2
34.3,84.0,33.0,1,1,1,1,1,1,2
14.7,41.0,244.0,0,0,1,1,1,0,0
23.9,33.0,341.0,1,1,1,1,1,0,1
10.1,48.0,276.0,0,0,1,0,0,0,1
20.9,58.0,60.0,0,1,1,1,0,1,0
12.6,38.0,216.0,1,0,1,0,1,1,0
22.6,47.0,232.0,0,1,1,0,0,0,1
17.0,67.0,308.0,0,0,0,1,1,0,1
31.8,73.0,203.0,1,1,0,0,0,0,2
19.4,52.0,204.0,0,1,1,1,1,1,0
12.9,46.0,278.0,0,1,1,1,0,1,1
17.5,69.0,287.0,0,1,0,0,1,0,1
12.8,37.0,247.0,1,0,1,1,1,0,0
19.5,61.0,186.0,1,1,1,1,1,1,0
32.2,42.0,272.0,1,0,1,1,0,1,2
19.1,83.0,19.0,1,0,0,0,0,0,1
34.9,42.0,269.0,1,1,0,0,0,1,2
11.8,86.0,28.0,1,1,0,0,0,0,1
29.4,62.0,52.0,0,0,0,0,0,1,1
16.5,52.0,285.0,0,1,1,0,1,0,1
16.4,31.0,168.0,0,0,0,1,0,0,0
22.7,71.0,268.0,1,0,1,1,0,1,1
15.6,60.0,329.0,1,0,1,0,0,1,1
31.0,34.0,83.0,1,0,1,0,0,1,1
26.3,82.0,123.0,1,0,1,1,1,1,1
33.6,36.0,80.0,1,0,0,1,0,0,1
28.9,80.0,79.0,0,1,1,1,0,0,2
34.9,49.0,70.0,1,0,0,1,0,1,2
33.9,63.0,323.0,0,0,0,1,0,0,2
15.8,33.0,316.0,0,0,0,1,0,0,1
34.0,44.0,334.0,1,0,1,0,1,0,2
32.5,89.0,105.0,0,0,1,1,0,0,2
15.0,75.0,304.0,0,1,1,1,1,0,1
20.5,39.0,186.0,0,1,0,1,1,1,0
24.8,79.0,152.0,0,0,1,1,1,1,1
20.2,45.0,181.0,1,0,1,0,0,1,0
26.3,46.0,247.0,0,0,0,0,0,0,1
26.0,87.0,107.0,1,1,1,0,1,1,2
27.2,50.0,174.0,1,0,1,1,1,1,1
27.0,65.0,57.0,0,0,0,0,0,1,1
23.9,34.0,35.0,1,0,0,0,0,0,0
20.9,34.0,67.0,1,1,1,1,1,1,0
10.1,60.0,279.0,1,1,0,0,0,0,1
26.2,52.0,144.0,0,1,0,1,0,1,1
16.3,51.0,219.0,0,0,1,1,1,0,0
21.2,79.0,158.0,1,1,0,0,1,1,1
22.8,38.0,128.0,1,1,0,0,1,0,0
28.9,32.0,365.0,0,0,0,0,0,0,2
19.4,30.0,24.0,0,1,0,0,0,1,0
22.1,57.0,323.0,1,1,1,0,0,1,1
34.1,52.0,108.0,1,0,0,1,1,0,2
18.1,77.0,236.0,1,1,0,1,1,1,1
12.5,78.0,37.0,0,1,1,0,1,0,1
28.4,36.0,51.0,0,0,0,0,1,0,1
27.5,83.0,29.0,0,0,1,1,1,1,2
20.0,86.0,136.0,0,1,0,1,1,1,1
23.9,66.0,28.0,0,0,0,0,1,1,1
31.6,54.0,245.0,0,1,1,0,1,0,2
34.9,52.0,265.0,1,0,1,1,1,1,2
16.5,69.0,244.0,1,1,0,1,1,1,1
24.0,34.0,102.0,0,0,1,1,1,1,0
10.8,39.0,247.0,0,1,0,1,0,1,0
32.4,54.0,222.0,0,1,0,0,0,1,2
26.3,77.0,278.0,0,0,0,0,0,1,2
25.4,84.0,47.0,0,0,1,1,1,1,1
24.6,47.0,257.0,0,1,0,1,1,1,1
33.3,53.0,209.0,1,0,0,1,1,1,2
34.5,69.0,21.0,1,0,0,0,0,1,2
16.7,45.0,187.0,0,0,0,1,0,0,0
21.1,78.0,156.0,1,0,1,1,0,1,1
32.8,31.0,4.0,1,1,0,0,0,1,1
17.0,79.0,364.0,0,0,1,0,0,1,2
11.5,45.0,312.0,1,1,1,1,1,0,1
19.8,58.0,294.0,0,0,1,1,1,0,1
21.1,81.0,171.0,0,0,1,0,0,1,1
22.3,64.0,25.0,1,1,0,1,1,1,0
22.8,45.0,307.0,0,1,0,0,0,0,1
15.6,33.0,337.0,1,1,0,0,0,1,1
29.7,42.0,46.0,0,1,1,1,1,0,1
31.9,80.0,53.0,0,0,1,1,1,1,2
30.5,52.0,156.0,1,0,1,0,1,1,1
23.6,89.0,312.0,0,0,0,1,0,0,2
22.1,88.0,258.0,0,1,1,1,0,0,2
13.2,75.0,177.0,0,1,1,1,0,0,1
24.4,45.0,350.0,0,0,0,0,1,1,1
26.8,45.0,55.0,0,1,0,0,1,0,1
15.2,63.0,218.0,1,0,0,1,1,1,0
18.0,55.0,325.0,0,0,0,0,1,0,1
28.9,48.0,192.0,1,1,1,0,0,0,1
28.6,81.0,28.0,0,1,0,1,0,1,2
19.3,82.0,119.0,0,1,1,0,1,0,1
33.7,58.0,141.0,0,0,0,0,1,1,2
21.6,58.0,94.0,0,1,1,1,0,1,0
15.0,67.0,73.0,1,1,0,0,0,0,0
19.8,36.0,146.0,1,1,0,0,1,0,0
12.7,57.0,118.0,0,0,1,0,1,1,0
27.9,46.0,330.0,1,0,1,1,1,1,2
29.4,61.0,334.0,1,0,0,0,1,0,2
28.9,38.0,281.0,1,0,1,0,1,0,2
19.7,32.0,211.0,1,0,0,0,1,0,0
27.5,44.0,156.0,1,1,0,1,0,0,1
10.9,50.0,287.0,1,0,0,1,1,0,1
21.9,69.0,89.0,0,1,0,1,0,1,0
14.6,57.0,136.0,0,0,1,0,1,0,0
23.5,52.0,280.0,0,0,1,1,0,0,1
20.5,44.0,215.0,0,1,1,1,0,0,0
12.4,49.0,240.0,1,1,0,1,1,1,0
19.2,88.0,116.0,1,0,1,1,1,1,1
19.2,67.0,135.0,1,1,0,1,0,1,0
23.7,58.0,107.0,1,1,0,0,0,1,0
26.7,58.0,300.0,0,0,0,0,1,0,1
28.9,42.0,197.0,1,1,0,0,0,0,1
15.6,43.0,244.0,0,0,1,1,0,1,0
29.8,76.0,126.0,1,1,1,1,1,0,2
13.7,84.0,55.0,1,1,0,1,1,1,1
16.6,67.0,225.0,0,1,1,1,0,1,1
22.2,70.0,12.0,0,0,1,0,0,0,0
12.0,36.0,149.0,0,1,0,0,0,1,0
31.0,45.0,360.0,1,0,1,1,0,0,2
14.9,67.0,310.0,0,0,0,0,1,1,1
28.7,45.0,14.0,0,0,1,0,0,0,1
31.3,45.0,174.0,0,0,0,0,0,1,1
29.5,72.0,71.0,0,0,1,1,0,1,1
21.8,79.0,18.0,1,0,0,0,1,1,1
22.1,55.0,58.0,0,0,1,1,1,0,0
25.5,33.0,54.0,1,0,0,1,0,0,1
27.9,63.0,61.0,0,1,0,0,1,0,1
28.1,38.0,304.0,0,0,0,1,0,0,2
18.8,53.0,226.0,1,0,1,0,0,1,0
15.5,48.0,73.0,0,0,1,0,0,1,0
11.0,85.0,27.0,0,1,0,0,1,1,1
27.4,38.0,266.0,1,0,1,1,0,0,1
12.9,65.0,195.0,1,0,1,0,1,1,0
19.0,49.0,239.0,0,0,1,0,0,1,0
29.5,36.0,238.0,1,0,0,0,0,0,1
26.3,30.0,26.0,1,1,0,0,1,0,1
14.0,62.0,48.0,1,0,0,0,1,1,0
17.5,34.0,19.0,1,0,0,1,1,1,0
17.9,30.0,91.0,1,1,1,1,0,1,0
18.4,52.0,259.0,0,1,1,1,0,0,1
13.0,54.0,41.0,1,1,1,0,1,1,0
25.5,52.0,102.0,0,1,0,1,0,0,1
21.2,50.0,123.0,0,1,1,1,0,1,0
34.2,58.0,278.0,0,0,0,0,0,0,2
17.7,76.0,235.0,1,1,1,1,0,1,1
32.8,48.0,362.0,1,1,1,0,1,1,2
27.2,54.0,128.0,0,1,1,0,0,1,1
23.8,57.0,88.0,0,0,0,0,1,0,0
22.0,53.0,184.0,1,0,1,1,0,0,0
17.2,52.0,102.0,0,0,0,1,0,1,0
28.2,47.0,202.0,1,1,1,1,0,0,1
33.6,53.0,328.0,1,0,1,1,1,0,2
29.5,86.0,86.0,0,0,1,0,0,0,2
30.1,68.0,153.0,0,1,0,0,0,1,2
27.8,64.0,196.0,1,0,0,1,1,0,1
20.8,75.0,138.0,1,0,0,0,0,1,1
13.2,84.0,14.0,1,0,0,1,1,0,1
17.7,89.0,240.0,0,0,0,1,0,0,1
33.7,40.0,325.0,1,0,0,0,0,0,2
11.1,53.0,158.0,0,0,1,1,1,0,0
26.8,54.0,221.0,0,1,0,1,0,1,1
18.5,79.0,9.0,1,0,1,1,0,0,1
13.1,59.0,97.0,1,1,1,1,0,0,0
30.3,42.0,279.0,1,1,1,1,1,0,2
25.9,48.0,174.0,1,1,1,0,0,0,1
18.5,64.0,112.0,1,1,0,0,1,0,0
10.1,30.0,218.0,0,1,1,1,1,0,0
30.6,50.0,131.0,1,0,1,0,1,1,1
19.3,81.0,70.0,1,1,1,1,0,0,1
26.3,73.0,154.0,1,0,1,0,1,0,1
29.3,61.0,82.0,1,1,1,0,1,1,1
31.4,67.0,335.0,0,0,1,1,1,1,2
26.0,60.0,76.0,0,1,0,0,1,0,1
29.6,32.0,230.0,1,1,1,0,1,0,1
30.1,78.0,339.0,1,0,0,0,0,0,2
12.4,35.0,268.0,1,0,0,1,1,0,1
31.2,70.0,226.0,1,1,1,1,0,0,2
11.8,32.0,114.0,0,1,0,1,1,1,0
18.9,49.0,142.0,1,0,0,1,0,0,0
29.4,54.0,112.0,0,0,0,0,0,1,1
32.1,68.0,143.0,1,0,0,0,1,0,2
27.8,45.0,30.0,1,1,1,1,0,1,1
24.2,80.0,63.0,1,0,1,1,1,0,1
27.9,65.0,346.0,0,1,0,1,0,0,2
17.3,67.0,48.0,1,0,0,0,1,0,0
11.4,38.0,164.0,1,1,1,0,1,0,0
30.3,83.0,331.0,1,0,0,1,0,1,2
12.5,73.0,3.0,0,1,1,1,1,1,0
16.4,33.0,203.0,1,0,0,1,1,1,0
16.8,59.0,318.0,0,1,0,0,1,0,1
22.5,59.0,176.0,0,0,1,0,0,1,0
33.4,77.0,270.0,0,0,1,1,1,0,2
32.4,66.0,28.0,1,0,1,1,1,0,1
25.6,57.0,12.0,1,1,1,1,0,1,1
29.8,65.0,231.0,0,0,0,0,1,0,2
29.1,41.0,260.0,1,0,0,1,1,0,2
19.8,65.0,287.0,0,1,1,1,0,0,1
28.7,59.0,300.0,0,1,1,0,1,1,2
12.5,49.0,255.0,1,1,0,1,1,0,1
28.8,42.0,270.0,1,1,1,0,1,0,2
14.9,79.0,172.0,0,0,1,1,0,0,1
24.9,31.0,263.0,1,0,0,1,0,0,1
30.4,60.0,320.0,0,0,0,0,1,0,2
34.8,35.0,82.0,0,0,1,1,0,0,2
19.5,68.0,80.0,1,0,1,0,0,1,0
33.3,78.0,221.0,0,1,0,0,1,1,2
24.6,64.0,325.0,1,0,0,1,0,0,1
15.7,53.0,248.0,1,0,0,1,1,1,0
27.2,81.0,155.0,0,1,1,0,0,1,2
30.5,83.0,264.0,0,0,0,1,1,0,2
27.1,52.0,230.0,0,0,1,0,0,1,1
10.8,89.0,49.0,0,0,1,0,1,0,1
22.4,33.0,7.0,0,0,1,1,0,0,0
24.3,59.0,71.0,0,0,0,1,0,0,0
33.3,63.0,44.0,0,1,0,1,0,0,1
20.9,35.0,29.0,0,0,0,0,0,1,0
25.5,54.0,340.0,1,1,1,0,0,1,1
34.5,67.0,91.0,1,0,0,1,1,0,2
30.9,51.0,127.0,1,0,0,1,0,1,1
11.0,77.0,107.0,0,0,1,1,1,0,1
15.4,40.0,173.0,0,0,1,0,1,1,0
30.1,52.0,184.0,0,1,1,1,1,0,1
10.3,68.0,96.0,0,0,0,0,1,0,0
19.2,48.0,21.0,1,0,0,1,0,0,0
19.2,44.0,39.0,0,1,1,1,1,0,0
27.8,63.0,29.0,1,1,0,0,0,1,1
28.3,46.0,190.0,1,0,0,0,0,0,1
10.0,49.0,290.0,1,1,0,1,1,0,1
28.2,65.0,267.0,0,0,0,0,0,1,2
27.1,79.0,218.0,0,0,0,0,1,1,2
15.8,48.0,326.0,0,0,0,1,1,0,1
13.3,64.0,104.0,1,0,1,0,1,1,0
18.3,67.0,260.0,1,1,0,1,1,0,1
23.9,44.0,178.0,0,0,0,0,0,1,1
30.9,32.0,330.0,1,1,0,1,1,1,2
26.9,61.0,14.0,1,1,0,0,0,1,1
16.0,66.0,85.0,1,0,0,0,1,1,0
11.0,43.0,195.0,1,1,1,1,0,0,0
24.9,30.0,127.0,1,0,1,0,1,1,1
28.1,34.0,340.0,1,1,1,1,0,1,2
34.1,35.0,185.0,0,1,0,0,0,1,2
21.0,55.0,208.0,1,0,0,0,0,0,0
12.5,37.0,195.0,0,0,1,1,1,1,0
30.2,32.0,318.0,1,0,0,1,0,0,2
10.2,74.0,207.0,0,1,0,0,0,1,1
15.5,75.0,242.0,0,0,0,0,0,1,1
24.9,32.0,252.0,1,0,0,0,1,1,1
20.1,70.0,22.0,0,0,1,0,0,0,0
10.0,65.0,316.0,1,0,1,1,0,1,1
22.1,40.0,116.0,0,1,0,0,0,1,0
16.2,63.0,164.0,0,1,0,0,1,1,0
29.1,37.0,240.0,0,1,1,0,1,1,1
13.4,86.0,192.0,1,0,0,1,0,0,1
16.4,50.0,81.0,1,1,0,0,1,1,0
13.7,37.0,3.0,0,1,0,0,1,0,0
31.1,44.0,343.0,1,1,1,0,0,0,2
28.1,61.0,141.0,0,1,0,1,1,1,1
34.0,51.0,86.0,0,1,0,0,1,1,1
30.0,87.0,51.0,1,1,0,1,1,1,2
23.7,32.0,239.0,1,0,0,0,1,1,1
22.8,37.0,355.0,0,0,0,1,0,1,1
25.1,48.0,26.0,1,0,0,1,1,0,0
32.3,88.0,159.0,0,0,0,1,1,0,2
28.6,65.0,215.0,0,0,0,1,0,0,1
16.1,35.0,78.0,1,0,0,1,1,1,0
30.5,53.0,118.0,0,1,1,0,1,0,1
26.5,57.0,112.0,1,1,0,0,0,0,1
22.1,67.0,148.0,1,1,0,0,0,0,1
27.4,86.0,80.0,0,1,1,1,0,0,2
26.8,87.0,203.0,0,1,1,1,1,0,2
33.7,60.0,160.0,1,0,0,1,0,0,2
14.3,48.0,68.0,1,0,0,1,0,1,0
15.7,65.0,327.0,1,0,1,0,0,1,1
19.7,70.0,111.0,0,0,0,0,0,1,0
26.5,55.0,196.0,1,1,0,1,1,0,1
18.3,82.0,57.0,0,0,1,1,1,0,1
32.7,77.0,78.0,0,0,0,1,0,0,2
19.4,59.0,142.0,0,0,1,1,1,1,0
25.4,38.0,286.0,1,0,1,1,0,1,1
12.1,36.0,73.0,0,1,0,0,1,1,0
20.1,85.0,37.0,1,1,1,0,0,1,1
24.1,39.0,19.0,0,1,1,0,0,0,0
11.2,81.0,3.0,1,1,1,1,0,1,1
16.3,58.0,273.0,1,0,0,0,1,0,1
28.6,84.0,345.0,0,0,1,1,1,1,2
15.1,78.0,66.0,0,1,0,0,0,1,1
13.7,83.0,78.0,0,0,0,1,0,0,1
20.4,69.0,16.0,1,0,0,0,0,1,0
12.5,75.0,99.0,0,0,1,1,1,1,0
33.7,69.0,245.0,0,0,1,0,0,0,2
32.7,44.0,293.0,1,1,1,0,0,0,2
18.5,66.0,310.0,0,0,0,0,0,0,1
16.1,75.0,364.0,0,0,1,0,1,0,1
11.5,86.0,279.0,1,0,1,0,1,1,1
13.7,66.0,109.0,0,1,0,0,0,0,0
13.3,52.0,64.0,0,0,0,0,1,0,0
17.1,78.0,56.0,0,1,1,1,1,0,1
13.0,57.0,12.0,0,0,0,1,1,0,0
11.5,81.0,121.0,1,0,0,0,0,1,1
25.3,77.0,307.0,0,1,1,0,1,1,2
13.7,76.0,72.0,1,1,0,0,0,0,0
21.2,68.0,113.0,1,1,1,1,1,0,0
13.0,55.0,315.0,0,1,1,1,0,1,1
19.0,38.0,328.0,0,0,1,0,0,0,1
17.1,83.0,19.0,0,0,1,0,1,1,1
20.0,49.0,204.0,1,0,1,1,1,1,0
33.3,40.0,124.0,1,1,0,1,0,1,2
30.4,81.0,298.0,0,1,1,0,1,1,2
16.7,72.0,250.0,0,0,1,1,1,0,1
13.1,35.0,356.0,0,1,1,0,1,1,1
20.8,70.0,89.0,0,1,1,0,1,1,0
15.2,76.0,59.0,1,0,1,1,0,0,0
30.5,81.0,64.0,0,0,1,0,0,1,2
28.7,89.0,249.0,0,0,1,0,0,1,2
13.2,42.0,114.0,1,0,1,0,0,0,0
14.9,85.0,56.0,0,0,0,1,0,0,1
11.5,34.0,147.0,1,1,0,1,1,0,0
34.6,33.0,134.0,1,0,1,1,0,1,2
28.8,36.0,234.0,1,1,0,0,0,0,1
22.9,45.0,325.0,0,1,0,1,1,1,1
11.6,67.0,333.0,1,1,1,1,0,0,1
23.7,54.0,358.0,1,1,1,1,1,1,1
33.2,87.0,289.0,1,0,1,1,1,1,3
24.8,87.0,207.0,1,1,1,1,0,0,2
26.4,74.0,68.0,1,0,0,1,1,0,1
34.5,44.0,195.0,0,1,1,0,0,0,2
13.1,30.0,293.0,0,1,1,1,0,1,1
24.4,54.0,115.0,0,0,0,1,0,0,0
13.3,64.0,310.0,1,0,0,0,0,1,1
20.1,70.0,151.0,0,1,0,1,1,0,0
11.3,71.0,359.0,1,0,0,1,1,1,1
20.1,80.0,141.0,1,0,0,1,0,1,1
27.4,57.0,147.0,0,0,0,0,0,0,1
14.7,42.0,285.0,0,0,1,0,1,0,1
20.0,85.0,276.0,1,1,0,1,1,0,1
21.3,37.0,32.0,1,1,1,1,1,0,0
15.0,78.0,261.0,0,0,1,0,1,0,1
25.4,66.0,317.0,1,1,0,0,1,0,2
30.4,73.0,64.0,0,0,0,1,0,0,1
14.2,81.0,59.0,0,0,0,1,0,0,1
19.6,46.0,185.0,1,1,1,0,1,1,0
17.6,86.0,38.0,0,0,0,1,1,1,1
27.3,86.0,56.0,0,1,1,0,0,1,2
18.0,38.0,184.0,0,0,0,1,1,0,0
33.6,54.0,62.0,1,1,0,1,1,1,1
24.7,78.0,230.0,1,1,1,1,1,1,2
14.2,36.0,13.0,1,0,1,1,0,0,0
16.2,78.0,108.0,0,0,1,1,0,0,1
28.8,32.0,264.0,1,1,1,1,1,0,2
18.3,61.0,30.0,0,0,1,0,0,0,0
12.7,37.0,163.0,1,0,0,1,1,0,0
10.3,75.0,338.0,1,0,0,1,0,0,1
34.8,83.0,94.0,1,1,1,1,1,1,2
21.7,52.0,215.0,0,0,0,0,0,1,1
17.0,62.0,46.0,1,0,1,0,1,0,0
10.8,75.0,95.0,0,1,1,1,1,1,0
31.2,68.0,307.0,1,1,1,0,1,1,2
17.3,53.0,362.0,0,1,0,1,0,0,1
14.0,70.0,55.0,0,0,0,1,1,0,0
13.4,46.0,282.0,1,1,0,1,1,0,1
25.6,81.0,145.0,1,1,0,0,1,0,1
28.9,55.0,298.0,1,0,0,0,1,0,2
13.4,77.0,342.0,0,1,0,0,1,0,1
12.0,55.0,358.0,0,1,0,1,1,0,1
22.2,76.0,166.0,1,1,0,0,0,0,1
34.9,36.0,307.0,0,0,1,0,1,1,2
18.4,46.0,202.0,1,0,0,1,1,0,0
22.5,34.0,144.0,1,0,0,0,0,1,0
16.1,33.0,319.0,1,1,1,0,0,0,1
14.2,70.0,204.0,1,0,1,1,1,0,1
31.4,67.0,188.0,0,0,1,0,1,0,2
12.3,30.0,314.0,0,1,0,0,0,0,1
14.1,71.0,265.0,0,0,1,0,0,1,1
16.1,64.0,16.0,1,0,1,1,1,1,0
28.3,43.0,213.0,0,0,1,1,1,0,1
15.7,45.0,331.0,1,1,1,0,0,0,1
30.7,81.0,25.0,0,1,1,1,1,0,2
12.2,58.0,229.0,1,0,0,0,1,1,0
24.4,60.0,160.0,0,0,0,1,0,0,1
26.8,43.0,126.0,1,0,0,1,0,1,1
10.8,43.0,237.0,1,0,1,0,0,1,0
30.9,35.0,314.0,1,0,0,0,0,1,2
26.3,88.0,77.0,0,1,1,0,0,0,2
19.7,31.0,155.0,1,1,1,1,1,0,0
21.0,42.0,183.0,0,1,0,1,1,1,0
20.1,41.0,144.0,1,0,0,1,0,1,0
20.2,77.0,350.0,0,1,1,1,1,1,1
27.4,39.0,84.0,1,0,1,0,1,0,1
