velocidade_centrifuga_rpm,tempo_centrifugacao_min,limpeza_equipamento_pre_turno,lubrificante_grau_alimentar,vazamento_lubrificante,uso_epi,higiene_das_maos,inspecao_fragmentos_cera_pos_centrifuga,lote_identificado,probabilidade
615.0,9.4,0,1,0,0,1,0,1,2
319.0,2.5,0,0,0,2,1,1,0,1
511.0,16.2,1,0,0,2,1,0,0,0
501.0,11.4,0,1,1,2,1,0,0,1
743.0,3.2,0,0,0,1,0,1,0,3
683.0,15.1,1,1,0,0,0,1,0,2
728.0,6.1,1,1,0,2,0,1,0,1
725.0,7.4,1,0,1,1,1,1,1,0
260.0,13.7,1,1,1,1,1,1,0,1
503.0,5.4,1,0,1,2,1,0,1,0
723.0,7.8,0,1,1,1,0,1,0,3
695.0,14.6,0,1,0,0,1,1,1,2
749.0,7.7,1,0,1,2,1,1,0,0
225.0,3.7,1,1,1,1,0,0,0,2
452.0,3.8,1,1,0,1,1,1,0,0
270.0,11.7,1,0,0,1,0,1,1,2
274.0,20.0,0,1,1,2,1,1,1,2
535.0,11.4,1,1,1,2,0,0,1,1
791.0,19.6,1,1,0,0,0,0,0,2
654.0,18.3,0,0,1,0,1,1,1,2
523.0,17.8,1,0,0,0,0,1,1,2
702.0,10.0,0,0,0,0,1,1,0,2
579.0,12.2,1,1,0,2,0,0,1,1
251.0,13.4,1,0,1,2,0,1,1,1
576.0,2.2,1,0,0,1,1,1,1,0
246.0,2.8,1,0,0,2,0,1,1,1
424.0,19.3,1,0,0,1,1,1,1,1
420.0,9.9,0,0,0,0,1,0,0,2
792.0,17.0,0,1,1,2,0,0,1,3
276.0,4.2,1,0,1,1,0,0,1,2
708.0,6.6,1,1,1,2,0,0,1,1
382.0,2.9,1,1,1,1,0,0,1,2
488.0,15.7,1,1,1,2,1,0,0,0
732.0,6.7,0,1,0,2,0,0,1,2
452.0,16.2,0,0,0,0,0,0,0,3
606.0,16.0,0,1,1,2,0,1,0,3
730.0,3.9,1,0,1,2,0,1,0,1
319.0,7.1,0,0,0,2,0,0,1,2
398.0,11.6,0,0,0,2,0,0,0,2
565.0,16.5,0,1,0,0,1,0,0,2
424.0,16.4,1,0,1,2,1,1,0,0
465.0,11.7,0,0,0,1,0,0,1,3
629.0,14.5,1,0,0,1,0,1,0,2
721.0,18.9,0,1,0,2,1,0,0,2
426.0,9.4,0,1,0,2,1,1,1,1
360.0,4.4,0,1,0,0,1,1,1,2
639.0,4.4,0,0,0,2,1,1,0,1
558.0,8.7,1,1,1,2,0,0,0,1
646.0,4.1,0,0,1,2,0,0,1,2
764.0,17.9,0,0,0,2,1,1,1,2
338.0,11.7,1,1,1,1,1,0,1,1
655.0,15.8,1,0,0,0,1,0,0,1
363.0,19.9,0,1,1,1,1,1,0,2
347.0,9.3,0,0,0,0,1,1,1,2
632.0,16.4,1,1,0,1,0,1,0,2
372.0,15.2,1,1,0,1,0,1,1,2
208.0,6.6,0,1,0,1,0,0,0,3
453.0,4.1,0,1,0,0,0,0,0,3
417.0,2.2,0,1,0,2,0,1,0,2
214.0,16.9,1,1,1,1,0,0,0,2
410.0,19.6,1,1,1,1,1,1,1,1
417.0,9.0,1,0,0,1,1,0,1,0
519.0,11.6,1,0,0,0,1,0,1,1
495.0,5.5,1,0,1,2,1,0,1,0
298.0,16.0,0,1,0,0,0,0,0,3
618.0,2.4,0,1,0,2,1,0,0,1
748.0,4.4,1,0,0,2,1,0,1,0
677.0,18.9,0,1,0,0,0,1,0,3
295.0,7.5,1,1,0,2,1,0,1,0
532.0,11.7,0,0,1,1,0,1,1,3
313.0,10.0,1,0,1,0,0,1,0,2
439.0,5.2,0,0,1,0,0,1,1,3
726.0,14.7,0,1,0,0,0,0,0,3
270.0,18.3,0,0,0,0,0,1,1,3
765.0,12.2,0,1,0,1,1,1,0,2
402.0,6.8,1,1,1,0,1,1,1,1
571.0,17.3,1,0,0,2,0,1,0,2
496.0,7.3,1,1,1,1,1,1,0,0
532.0,16.7,1,1,0,2,1,0,0,0
576.0,17.4,0,0,1,0,1,1,0,2
253.0,17.3,0,1,0,2,1,1,0,2
320.0,15.0,0,1,1,2,0,1,0,3
652.0,19.3,0,1,0,1,1,0,0,2
650.0,18.1,1,0,0,2,1,1,1,1
533.0,18.8,0,1,1,1,1,0,1,2
768.0,9.7,0,0,0,1,0,1,1,3
226.0,6.4,1,0,0,2,0,0,0,1
741.0,20.0,0,1,1,2,1,0,0,2
460.0,4.5,0,0,0,0,0,1,0,3
747.0,12.5,0,1,1,2,1,1,1,1
480.0,14.4,0,0,0,0,0,1,1,3
662.0,8.4,0,1,1,0,1,0,0,2
790.0,7.0,0,1,1,0,1,0,1,2
724.0,4.7,0,0,0,0,0,0,1,3
254.0,2.7,1,0,0,0,1,1,0,1
671.0,19.6,1,1,0,0,0,1,0,2
478.0,9.9,1,0,0,1,0,0,1,2
373.0,7.2,0,1,1,2,0,1,0,2
627.0,5.3,0,1,0,0,0,0,0,3
460.0,6.2,0,1,1,1,0,1,0,3
553.0,11.5,1,0,1,2,0,1,0,1
669.0,6.4,1,0,1,1,1,1,0,0
694.0,6.9,1,1,0,2,1,1,1,0
480.0,19.8,1,1,0,2,1,0,1,1
464.0,12.7,1,0,0,2,1,1,1,0
448.0,3.8,0,1,1,2,1,0,1,1
606.0,15.6,0,0,1,2,1,1,0,2
769.0,3.4,0,1,1,2,1,0,1,1
361.0,7.7,1,1,1,2,0,0,0,1
371.0,8.1,1,0,1,2,1,1,1,0
589.0,14.5,1,0,1,0,1,1,0,1
469.0,3.4,1,1,0,0,0,0,1,2
228.0,12.4,1,0,0,1,0,0,1,2
243.0,11.5,1,0,1,1,1,0,1,0
563.0,8.0,1,0,1,1,1,0,1,0
427.0,10.7,1,1,1,0,1,1,0,1
575.0,10.4,0,0,0,2,1,0,1,1
652.0,19.5,0,1,0,0,1,1,0,2
405.0,14.1,0,0,1,0,0,1,1,3
549.0,7.3,1,0,0,2,1,0,0,0
454.0,16.3,0,1,1,1,0,1,0,3
754.0,10.1,0,0,0,2,0,0,1,2
779.0,3.7,0,1,1,1,1,0,1,2
605.0,4.5,0,0,0,2,0,0,0,2
429.0,12.2,1,0,0,0,1,0,1,1
769.0,4.9,0,0,0,1,0,0,1,3
401.0,17.0,1,0,0,2,0,0,1,2
518.0,4.9,1,1,1,0,0,0,1,2
764.0,8.7,0,1,0,2,0,0,0,2
565.0,12.0,0,0,0,2,1,0,1,1
441.0,19.9,0,0,0,0,0,0,1,3
219.0,2.8,0,0,0,1,1,0,1,2
674.0,13.4,0,1,1,0,0,0,0,3
252.0,11.0,1,1,1,0,1,1,1,1
254.0,10.1,0,0,0,1,0,0,0,3
336.0,6.3,1,1,0,1,1,0,0,0
578.0,2.1,1,1,1,0,0,1,0,2
736.0,16.5,0,0,0,2,0,1,1,3
205.0,15.6,1,1,1,2,0,0,0,2
607.0,4.0,1,1,1,0,1,1,0,1
513.0,11.8,0,1,1,2,0,1,1,2
573.0,8.1,1,1,0,2,0,1,1,1
614.0,3.9,1,1,1,1,0,1,0,2
595.0,10.3,0,1,1,1,0,0,1,3
698.0,2.1,0,1,0,2,0,0,1,2
265.0,10.5,0,1,1,1,1,0,1,2
334.0,4.6,1,1,0,0,1,0,0,1
707.0,8.4,1,1,0,0,0,1,0,2
243.0,8.8,0,0,1,0,1,1,0,2
788.0,3.3,1,1,1,0,1,1,1,1
473.0,13.1,0,1,1,2,1,1,0,1
412.0,11.2,0,1,1,2,0,0,1,2
466.0,13.9,1,0,0,1,1,1,0,1
371.0,16.8,1,0,0,2,0,0,1,2
695.0,7.8,0,0,0,1,0,0,1,3
570.0,11.1,0,1,1,2,1,0,0,1
373.0,16.0,0,1,1,1,0,0,0,3
668.0,8.4,0,0,0,1,1,0,1,2
625.0,12.0,0,1,0,2,1,1,0,1
552.0,12.1,1,1,1,2,0,0,0,1
466.0,6.7,0,1,0,1,1,0,1,2
709.0,11.6,1,0,0,1,0,1,0,2
324.0,6.4,0,1,0,0,0,0,1,3
744.0,4.7,1,1,1,1,1,1,0,0
558.0,16.4,0,1,0,2,1,0,1,2
767.0,17.5,0,1,1,0,1,0,0,2
761.0,16.4,0,0,0,1,1,1,1,2
250.0,13.1,1,0,0,2,1,1,1,0
401.0,3.3,0,0,1,1,1,0,0,2
593.0,11.6,0,0,1,0,1,1,0,2
277.0,19.1,0,1,1,0,1,1,1,2
528.0,18.3,0,1,0,1,1,1,0,2
405.0,16.5,0,0,1,2,0,0,0,3
800.0,14.5,0,0,1,2,1,0,0,2
320.0,11.1,1,1,1,0,1,1,0,1
266.0,9.9,1,0,0,0,0,0,0,2
473.0,12.6,0,1,0,0,0,1,0,3
346.0,10.5,0,0,0,1,1,1,0,2
685.0,9.4,0,0,1,0,1,1,0,2
210.0,12.8,0,0,1,0,0,1,1,3
591.0,18.5,0,0,0,2,0,0,1,3
445.0,5.9,0,0,0,2,1,1,1,1
759.0,4.4,0,0,0,2,1,1,1,1
748.0,4.8,1,0,0,0,1,0,1,1
680.0,14.6,0,0,1,1,1,1,1,2
458.0,17.7,0,0,0,2,0,0,0,3
456.0,15.8,1,0,0,0,0,1,1,2
213.0,9.3,1,1,1,2,0,0,1,1
757.0,12.2,0,0,0,0,0,1,1,3
786.0,2.8,0,1,0,2,0,0,0,2
326.0,10.4,1,1,1,0,0,1,0,2
484.0,15.4,0,1,1,2,0,0,0,3
547.0,16.3,0,0,1,1,1,0,1,2
524.0,13.0,1,1,1,2,1,0,0,0
488.0,17.0,0,1,0,1,0,0,0,3
564.0,8.2,0,0,0,0,1,1,0,2
674.0,3.6,0,1,0,2,1,1,1,1
449.0,11.3,0,1,0,2,0,0,1,2
245.0,19.9,0,1,1,2,1,1,1,2
365.0,18.0,0,0,1,0,1,1,0,2
272.0,17.8,1,0,1,2,0,0,1,2
562.0,12.9,0,1,1,1,1,1,1,2
505.0,19.2,1,0,1,1,1,1,0,1
290.0,12.1,0,0,0,0,0,1,1,3
404.0,9.8,0,0,1,0,1,0,1,2
748.0,13.9,0,0,0,1,1,0,1,2
723.0,12.0,0,1,1,2,1,1,0,1
552.0,14.6,0,1,0,1,1,1,0,2
210.0,8.8,0,1,0,2,0,0,1,2
673.0,19.5,1,0,1,2,0,0,0,2
231.0,19.0,0,0,0,0,1,1,0,2
749.0,16.5,0,0,1,2,0,1,1,3
549.0,2.6,1,0,1,2,1,1,0,0
353.0,6.7,1,0,0,2,0,1,0,1
257.0,18.8,1,0,0,0,1,1,0,1
642.0,16.6,1,1,0,0,1,0,1,1
280.0,6.6,1,0,0,1,0,0,0,2
479.0,12.3,1,1,0,2,0,0,1,1
213.0,2.5,0,1,0,1,1,0,0,2
748.0,16.9,1,1,1,2,0,1,0,2
664.0,10.9,0,1,1,0,1,1,0,2
295.0,10.8,1,1,1,2,1,0,1,0
583.0,4.5,0,0,0,0,1,1,0,2
487.0,2.6,0,0,0,1,1,1,1,2
252.0,19.0,1,0,0,0,0,1,0,2
480.0,15.2,1,0,1,0,1,0,0,1
422.0,6.7,0,0,0,1,1,1,0,2
338.0,2.4,0,0,1,0,1,0,0,2
762.0,13.4,0,1,1,2,0,0,0,3
336.0,17.6,0,0,1,2,0,0,0,3
599.0,10.5,1,1,0,2,1,0,1,0
784.0,14.0,0,1,1,2,0,1,0,3
212.0,19.2,1,1,1,1,1,1,1,1
284.0,10.7,1,0,0,0,1,1,0,1
621.0,16.6,1,1,1,2,1,1,0,0
529.0,8.2,1,1,1,2,0,0,0,1
689.0,2.2,1,1,0,0,1,0,0,1
487.0,17.4,0,0,0,0,1,0,0,2
749.0,19.1,0,1,0,2,0,1,1,3
327.0,3.0,1,1,0,2,1,1,0,0
492.0,13.7,1,1,1,1,1,1,1,1
715.0,14.7,1,0,1,0,0,1,0,2
281.0,17.6,0,1,1,1,1,1,1,2
547.0,14.1,1,0,0,0,1,1,0,1
444.0,16.8,1,0,0,0,0,1,0,2
554.0,15.2,0,0,0,2,1,0,1,2
291.0,8.9,0,0,0,2,1,0,0,1
547.0,4.4,1,1,1,2,1,0,0,0
552.0,18.1,1,1,0,1,0,1,1,2
552.0,19.1,0,1,0,2,1,0,1,2
307.0,2.4,0,0,0,1,0,1,1,3
434.0,14.7,1,1,1,2,1,0,0,0
472.0,3.8,1,0,1,0,0,1,1,2
594.0,14.7,0,0,1,1,0,1,0,3
770.0,5.9,1,1,1,1,1,1,0,0
249.0,19.6,0,1,1,1,0,1,1,3
769.0,15.4,0,1,0,0,0,1,0,3
715.0,14.6,1,0,1,2,1,0,1,0
433.0,5.9,0,0,0,1,0,1,0,3
536.0,6.3,1,0,1,1,1,1,1,0
358.0,12.0,1,1,1,0,1,0,0,1
497.0,4.9,1,0,0,0,1,1,0,1
690.0,7.7,1,0,0,2,0,1,0,1
204.0,18.5,0,0,1,1,1,0,1,2
735.0,10.2,0,0,0,0,1,0,1,2
519.0,8.1,1,1,1,1,0,1,1,2
568.0,17.4,0,1,0,0,0,0,1,3
486.0,14.0,1,1,1,2,1,1,0,0
346.0,10.1,0,0,1,2,1,1,0,1
427.0,15.9,1,1,0,2,0,0,1,2
501.0,5.8,0,0,1,1,0,1,1,3
